,BLOCK,CHOICE_RT_1,CHOICE_RT_2,CONF_1,CONF_2,CONF_RT_1,CONF_RT_2,CORRECT,CORRECT_2,Chosen_Nr_1,Chosen_Nr_2,Correct_Count,DOTS_LEFT,DOTS_RIGHT,Dot_Diff,Error_Count,GSF_First_Presentation,GSF_Second_Presentation,LEFT_MOST_DOTS,LEFT_PRESENTATION_TIME,Left_IA_First_Dwell_Time,Left_IA_Second_Dwell_Time,PICKED_LEFT_1,PICKED_LEFT_2,Participant,RIGHT_PRESENTATION_TIME,Right_IA_First_Dwell_Time,Right_IA_Second_Dwell_Time,TOTAL_POINTS,TRIAL_POINTS,Unchosen_Nr_1,Unchosen_Nr_2,Which_First,ZConf1,ZConf1ALL,ZConf2,ZConf2ALL,ZDot_Diff,ZRT,sampling_time,session,type,Internal_Saccades_First,Internal_Saccades_Second
241,2,1723,1170,57.05,78.85,647,500,1,1,53,53,1,50,53,3,0,1,3,False,,694,871,False,False,2,,934,1408,6867,167,50,50,Right,-0.34864554299999995,-0.55064335,0.305174856,-0.060867175,0.180850715,0.573778743,3000.0,Free,"Correct, no change",2,3
245,2,1856,1394,9.47,40.78,673,998,-1,-1,50,50,0,50,53,3,1,1,3,False,,709,1000,True,True,2,,962,1305,7333,74,53,53,Right,-2.7574201069999997,-2.541275125,-1.540580853,-1.825456085,0.180850715,0.866888997,3000.0,Free,"Incorrect, no change",4,1
246,2,1218,2146,69.13,58.17,448,1864,1,1,54,54,1,50,54,4,0,1,1,False,,986,732,False,False,2,,740,2099,7496,163,50,50,Left,0.26291386699999997,-0.045245455,-0.697457875,-1.019409299,1.080345063,-0.539158687,3000.0,Free,"Correct, no change",1,5
250,2,1132,1567,65.45,69.2,735,677,-1,1,50,52,0,50,52,2,1,1,3,False,,787,948,True,False,2,,914,1186,8111,101,52,50,Right,0.076611,-0.199207727,-0.162688096,-0.508155932,-0.718643632,-0.728688625,3000.0,Free,Incorrect to correct,3,2
252,3,1526,1543,62.68,41.17,398,602,-1,-1,50,50,1,53,50,3,1,1,3,True,,826,1364,False,False,2,,844,932,8327,47,53,53,Right,-0.06362240799999999,-0.31509780800000003,-1.5216724019999999,-1.80737913,0.180850715,0.139622953,3000.0,Free,"Incorrect, no change",0,3
253,3,2305,1989,67.05,84.52,2060,1185,1,1,54,54,1,50,54,4,0,1,2,False,,676,686,False,False,2,,932,1559,8502,175,50,50,Right,0.15761224699999998,-0.132267609,0.580074642,0.20194394,1.080345063,1.8564115819999998,3000.0,Free,"Correct, no change",1,4
254,3,1445,1526,92.9,96.9,847,1031,1,1,54,54,2,50,54,4,0,1,3,False,,898,759,False,False,2,,649,1226,8696,194,50,50,Left,1.4662886330000002,0.9492336809999999,1.180296751,0.775771381,1.080345063,-0.038887803,3000.0,Free,"Correct, no change",1,1
255,3,1396,1632,39.27,69.38,401,485,1,1,53,53,1,50,53,3,0,1,4,False,,948,1171,False,False,2,,785,806,8849,153,50,50,Left,-1.248771893,-1.294515417,-0.153961119,-0.49981272200000004,0.180850715,-0.146875791,3000.0,Free,"Correct, no change",0,1
266,3,1462,1423,97.15,100.07,724,388,1,1,53,53,2,50,53,3,0,1,4,False,,956,800,False,False,2,,610,1290,10157,198,50,50,Left,1.6814481940000001,1.1270433709999998,1.333988519,0.922704579,0.180850715,-0.0014225820000000001,3000.0,Free,"Correct, no change",0,1
267,3,1018,1389,73.48,71.3,656,736,1,1,52,52,1,52,50,2,0,2,5,True,,618,1212,True,True,2,,1047,1206,10328,171,50,50,Right,0.483136005,0.136747993,-0.060873360999999994,-0.41081848200000004,-0.718643632,-0.9799259859999999,3000.0,Free,"Correct, no change",1,1
269,3,2624,1355,54.47,68.97,810,425,1,1,53,53,1,53,50,3,0,1,4,True,,786,1034,True,True,2,,908,1225,10556,161,50,50,Right,-0.47926005299999996,-0.658584291,-0.17383923399999998,-0.5188167,0.180850715,2.559435424,3000.0,Free,"Correct, no change",0,2
278,4,1259,1393,87.87,82.8,502,476,-1,-1,48,48,0,50,48,2,1,1,3,True,,890,946,False,False,2,,734,874,11684,14,50,50,Left,1.211640965,0.738790684,0.49668352600000004,0.122219933,-0.718643632,-0.448801391,3000.0,Free,"Incorrect, no change",0,1
281,4,1543,3002,61.83,75.22,684,680,-1,-1,48,48,0,48,50,2,1,2,5,False,,576,1162,True,True,2,,1106,1356,12053,31,50,50,Right,-0.10665432,-0.350659746,0.129180813,-0.22912190899999998,-0.718643632,0.177088174,3000.0,Free,"Incorrect, no change",1,2
282,4,1334,1381,55.67,26.27,844,626,1,1,50,50,1,50,47,3,0,1,4,True,,791,806,True,True,2,,860,1286,12193,140,47,47,Right,-0.41850911799999996,-0.6083792020000001,-2.244072194,-2.498011511,0.180850715,-0.283513654,3000.0,Free,"Correct, no change",2,1
283,4,872,1467,86.5,87.83,390,267,1,1,53,53,2,50,53,3,0,1,5,False,,594,1050,False,False,2,,932,1132,12379,186,50,50,Right,1.142283648,0.681473207,0.740554059,0.355366301,0.180850715,-1.301686114,3000.0,Free,"Correct, no change",0,2
289,4,1540,1796,68.58,79.02,360,692,-1,-1,49,49,0,50,49,1,1,1,4,True,,848,902,False,False,2,,795,1221,13170,25,50,50,Left,0.235069688,-0.068256121,0.31341700100000003,-0.052987476,-1.61813798,0.17047666399999997,3000.0,Free,"Incorrect, no change",0,1
291,4,1333,1636,70.03,18.63,524,843,1,-1,52,50,2,52,50,2,0,1,5,True,,894,1303,True,False,2,,798,1312,13476,125,50,52,Left,0.308477068,-0.007591638,-2.614483899,-2.852134424,-0.718643632,-0.28571749,3000.0,Free,Correct to incorrect,1,1
292,4,2821,1296,80.67,95.15,395,632,-1,-1,49,49,0,49,50,1,1,1,3,False,,616,1272,True,True,2,,878,736,13487,11,50,50,Right,0.8471353559999999,0.43756015,1.095451138,0.69465684,-1.61813798,2.993591214,3000.0,Free,"Incorrect, no change",0,1
295,5,853,1362,87.53,89.12,378,383,1,1,50,50,1,49,50,1,0,1,4,False,,590,1314,False,False,2,,890,822,14023,187,49,49,Right,1.1944282,0.7245659090000001,0.803097397,0.415159306,-1.61813798,-1.3435590069999999,3000.0,Free,"Correct, no change",1,2
299,5,1532,1546,54.48,21.23,3442,1170,1,-1,53,50,1,53,50,3,0,1,2,True,,819,864,True,False,2,,952,1238,14428,116,50,53,Right,-0.478753795,-0.658165915,-2.4884275590000002,-2.7316213910000005,0.180850715,0.152845972,3000.0,Free,Correct to incorrect,0,1
305,5,1389,1462,49.18,74.2,750,390,1,1,54,54,2,54,50,4,0,1,5,True,,952,1160,True,True,2,,774,1376,15221,161,50,50,Left,-0.747070424,-0.879905058,0.079727941,-0.276400099,1.080345063,-0.162302646,3000.0,Free,"Correct, no change",1,2
307,5,1241,2437,92.55,99.17,844,722,1,1,50,50,2,50,47,3,0,1,5,True,,554,1108,True,True,2,,960,1214,15535,195,47,47,Right,1.44856961,0.9345905309999999,1.290353632,0.880988529,0.180850715,-0.48847044799999995,3000.0,Free,"Correct, no change",1,3
308,5,786,1385,85.43,94.18,1994,2464,-1,-1,48,48,0,50,48,2,1,1,4,True,,924,862,False,False,2,,682,1877,15544,9,50,50,Left,1.088114064,0.6367070029999999,1.048422427,0.6496962079999999,-0.718643632,-1.491216053,3000.0,Free,"Incorrect, no change",1,1
313,5,1421,2360,14.97,82.2,705,503,-1,-1,49,49,0,49,50,1,1,1,5,False,,940,905,True,True,2,,734,1138,16171,50,50,50,Left,-2.4789783219999997,-2.311168468,0.467593601,0.09440923300000001,-1.61813798,-0.09177987900000001,3000.0,Free,"Incorrect, no change",1,1
314,6,2722,1825,15.0,11.98,556,4175,-1,-1,48,48,0,50,48,2,1,1,4,True,,815,910,False,False,2,,914,1597,16257,86,50,50,Right,-2.477459549,-2.309913341,-2.936897229,-3.160369681,-0.718643632,2.7754114010000004,3000.0,Free,"Incorrect, no change",1,2
315,6,1311,1381,58.77,66.43,493,359,-1,-1,47,47,0,50,47,3,1,1,4,True,,830,972,False,False,2,,882,1244,16293,36,50,50,Right,-0.26156920300000003,-0.478682722,-0.296986581,-0.636548663,0.180850715,-0.334201893,3000.0,Free,"Incorrect, no change",1,0
317,6,1521,1239,70.7,78.4,404,655,1,1,50,50,2,46,50,4,0,1,4,False,,956,1206,False,False,2,,776,1267,16654,174,46,46,Left,0.34239634,0.020439537,0.283357413,-0.0817252,1.080345063,0.128603771,3000.0,Free,"Correct, no change",0,0
318,6,1584,1410,20.85,20.35,409,1014,1,-1,53,50,1,53,50,3,0,1,4,True,,821,1130,True,False,2,,922,1533,16753,99,50,53,Right,-2.181298742,-2.0651635319999997,-2.531092782,-2.7724104169999997,0.180850715,0.26744547,3000.0,Free,Correct to incorrect,0,3
319,6,1699,1623,73.85,86.88,402,1567,1,1,50,50,2,47,50,3,0,1,3,False,,904,678,False,False,2,,772,1648,16932,179,47,47,Left,0.501867544,0.152227895,0.6944950120000001,0.311332693,0.180850715,0.5208866670000001,3000.0,Free,"Correct, no change",2,2
320,6,1053,1581,61.28,67.22,228,400,1,1,52,52,1,50,52,2,0,1,5,False,,778,1434,False,False,2,,908,1073,17095,163,50,50,Right,-0.134498498,-0.37367041100000004,-0.258684847,-0.599931242,-0.718643632,-0.902791708,3000.0,Free,"Correct, no change",1,1
329,6,801,1608,53.48,73.08,522,1284,1,1,52,52,2,50,52,2,0,1,7,False,,910,1370,False,False,2,,700,1001,18357,162,50,50,Left,-0.529379574,-0.7000034890000001,0.025426749,-0.32831340600000003,-0.718643632,-1.458158505,3000.0,Free,"Correct, no change",2,0
334,6,1046,1456,70.7,86.45,453,354,1,1,50,50,1,48,50,2,0,1,4,False,,630,991,False,False,2,,906,1077,19007,178,48,48,Right,0.34239634,0.020439537,0.673647233,0.291401691,-0.718643632,-0.918218564,3000.0,Free,"Correct, no change",1,1
337,7,1089,1417,69.43,84.08,381,1227,-1,-1,49,49,1,50,49,1,1,1,5,True,,918,1196,False,False,2,,730,1151,19354,22,50,50,Left,0.27810160100000003,-0.032694182999999995,0.558742031,0.181549426,-1.61813798,-0.823453595,3000.0,Free,"Incorrect, no change",1,2
339,7,1502,1236,70.15,6.72,865,608,-1,1,47,50,0,50,47,3,1,1,5,True,,819,1541,False,True,2,,914,1130,19444,67,50,47,Right,0.314552161,-0.002571129,-3.1919188999999997,-3.4041768169999997,0.180850715,0.086730877,3000.0,Free,Incorrect to correct,0,0
344,7,1502,1393,81.72,99.1,583,578,1,1,54,54,1,50,54,4,0,1,4,False,,934,924,False,False,2,,769,1539,20180,189,50,50,Left,0.9002924240000001,0.481489603,1.286959808,0.877743948,1.080345063,0.086730877,3000.0,Free,"Correct, no change",1,1
345,7,1515,1965,63.43,81.12,379,1844,1,1,54,54,2,50,54,4,0,1,5,False,,900,1108,False,False,2,,804,1282,20351,171,50,50,Left,-0.025653073,-0.283719627,0.41523173700000005,0.044349973,1.080345063,0.11538075199999999,3000.0,Free,"Correct, no change",1,3
354,7,1421,2139,90.77,95.8,531,1477,1,1,56,56,1,56,50,6,0,1,3,True,,564,2085,True,True,2,,888,724,21612,192,50,50,Right,1.3584557240000001,0.860119649,1.126965223,0.724785098,2.879333758,-0.09177987900000001,3000.0,Free,"Correct, no change",1,1
355,7,1401,1678,36.9,70.68,516,939,1,1,56,56,2,56,50,6,0,1,5,True,,906,1325,True,True,2,,772,1322,21765,153,50,50,Left,-1.3687549890000001,-1.393670468,-0.090932949,-0.439556205,2.879333758,-0.13585660800000002,3000.0,Free,"Correct, no change",2,1
356,8,1473,1802,41.57,90.05,411,578,1,1,55,55,1,55,50,5,0,1,4,True,,908,1354,True,True,2,,776,1079,21930,165,50,50,Left,-1.132332602,-1.1982889970000001,0.84818678,0.45826589,1.97983941,0.022819619,3000.0,Free,"Correct, no change",1,1
358,8,1433,3165,95.27,100.95,602,657,1,1,50,50,1,50,46,4,0,1,5,True,,568,1304,True,True,2,,926,1299,22304,197,46,46,Right,1.5862717290000001,1.048388732,1.3766537419999998,0.9634936059999999,1.080345063,-0.06533384099999999,3000.0,Free,"Correct, no change",0,2
369,8,3370,1498,25.75,36.38,426,840,1,1,54,54,2,54,50,4,0,1,5,True,,807,1089,True,True,2,,944,1540,24006,130,50,50,Right,-1.933232425,-1.8601594190000001,-1.753906966,-2.0294012180000003,1.080345063,4.203497448999999,3000.0,Free,"Correct, no change",2,1
370,8,1932,1830,34.57,75.7,414,493,-1,1,47,50,0,47,50,3,1,1,5,False,,835,1265,True,False,2,,872,1360,24125,119,50,47,Right,-1.486713054,-1.491152016,0.152452752,-0.20687334899999998,0.180850715,1.03438057,3000.0,Free,Incorrect to correct,2,3
372,8,861,1494,51.07,46.87,517,691,1,1,50,50,2,46,50,4,0,2,6,False,,478,1260,False,False,2,,990,1277,24456,148,46,46,Right,-0.651387701,-0.800832043,-1.245318119,-1.5431774809999999,1.080345063,-1.325928315,3000.0,Free,"Correct, no change",1,3
373,8,1857,1709,70.33,66.05,400,729,1,1,50,50,1,47,50,3,0,1,6,False,,940,1202,False,False,2,,790,1198,24624,168,47,47,Left,0.323664802,0.004959634,-0.31541020000000003,-0.654162106,0.180850715,0.869092833,3000.0,Free,"Correct, no change",1,0
375,8,1992,1504,53.4,26.03,719,572,1,-1,50,46,1,50,46,4,0,1,4,True,,940,1582,True,False,2,,773,840,24852,112,46,50,Left,-0.533429636,-0.703350495,-2.255708163,-2.509135791,1.080345063,1.16661076,3000.0,Free,Correct to incorrect,2,2
376,8,768,1993,73.9,77.93,602,1440,1,1,50,50,2,46,50,4,0,1,4,False,,944,824,False,False,2,,580,1512,25026,174,46,46,Left,0.504398833,0.154319774,0.260570305,-0.10351024800000001,1.080345063,-1.530885109,3000.0,Free,"Correct, no change",0,3
466,0,2619,1868,54.15,78.27,919,990,1,1,50,50,2,50,42,8,0,1,4,True,,918,720,True,True,7,,712,1382,364,166,42,42,Left,-0.264364174,-0.457973089,0.571807274,0.566323261,1.849959394,0.77311408,3000.0,Free,"Correct, no change",4,3
469,0,1984,1955,70.8,62.4,829,654,1,1,58,58,1,50,58,8,0,1,6,False,,854,1649,False,False,7,,740,898,858,166,50,50,Left,0.384018911,0.264236409,-0.05288391,-0.12271576099999999,1.849959394,0.017108781,3000.0,Free,"Correct, no change",4,1
471,0,1734,1569,14.0,46.48,7994,434,1,1,50,50,1,43,50,7,0,1,5,False,,765,1052,False,False,7,,840,1384,1153,130,43,43,Right,-1.827882543,-2.199517314,-0.679543245,-0.8139256690000001,1.252280205,-0.2805311,3000.0,Free,"Correct, no change",2,2
473,0,1367,2400,86.28,97.68,297,555,1,1,50,50,1,44,50,6,0,1,5,False,,434,1228,False,False,7,,1129,806,1523,191,44,44,Left,0.9868399409999999,0.935696051,1.335843561,1.409060969,0.654601016,-0.717466446,3000.0,Free,"Correct, no change",3,2
474,0,2666,2253,12.77,24.82,1152,731,-1,1,44,50,1,50,44,6,1,1,6,True,,660,1651,False,True,7,,755,896,1628,105,50,44,Left,-1.8757811130000002,-2.2528697269999998,-1.532146335,-1.754353219,0.654601016,0.8290703779999999,3000.0,Free,Incorrect to correct,4,1
481,0,2086,1710,59.35,33.82,568,568,1,1,50,50,2,44,50,6,0,1,2,False,,874,558,False,False,7,,709,1021,2682,145,44,44,Left,-0.061866153,-0.23241817,-1.1778791229999999,-1.3635938490000001,0.654601016,0.138545853,3000.0,Free,"Correct, no change",3,2
485,1,1689,1799,75.45,92.32,916,479,1,1,56,56,2,56,50,6,0,1,3,True,,741,847,True,True,7,,866,1642,3233,183,50,50,Right,0.565098871,0.465934557,1.124857755,1.176342055,0.654601016,-0.334106279,3000.0,Free,"Correct, no change",4,5
488,1,1527,1862,65.78,49.67,597,468,1,1,54,54,1,50,54,4,0,1,7,False,,1038,1113,False,False,7,,572,1258,3725,156,50,50,Left,0.188530437,0.046489160999999994,-0.5539752,-0.675423181,-0.540757361,-0.526976922,3000.0,Free,"Correct, no change",2,2
489,1,1589,1426,72.92,84.23,686,766,1,1,50,50,2,46,50,4,0,1,4,False,,838,1158,False,False,7,,739,800,3903,178,46,46,Left,0.46657579600000004,0.356193414,0.8064108940000001,0.8250927990000001,-0.540757361,-0.453162231,3000.0,Free,"Correct, no change",4,2
495,1,1429,2294,66.98,70.58,1001,807,1,1,50,50,1,50,46,4,0,1,2,True,,644,907,True,True,7,,936,1272,4689,168,46,46,Right,0.23526075,0.098540296,0.269105623,0.23244108800000002,-0.540757361,-0.643651756,3000.0,Free,"Correct, no change",3,6
496,1,1483,2547,72.6,66.77,625,916,1,1,50,50,2,46,50,4,0,1,2,False,,740,372,False,False,7,,858,1936,4858,169,46,46,Right,0.454114379,0.34231311200000003,0.119132503,0.067019622,-0.540757361,-0.579361541,3000.0,Free,"Correct, no change",2,7
501,1,1512,2041,62.67,57.82,360,998,-1,1,50,54,0,54,50,4,1,1,2,True,,856,1045,False,True,7,,743,1403,5477,96,54,50,Left,0.067421044,-0.08841003,-0.233166558,-0.321568863,-0.540757361,-0.544835315,3000.0,Free,Incorrect to correct,3,5
502,1,2018,1458,63.58,75.88,1482,574,1,1,50,50,1,45,50,5,0,1,4,False,,868,1986,False,False,7,,745,562,5645,168,45,45,Left,0.10285819800000001,-0.04893792,0.47772964799999995,0.46255494,0.056921827,0.057587805,3000.0,Free,"Correct, no change",3,4
505,1,1718,1514,21.17,45.63,1032,375,-1,1,50,57,0,50,57,7,1,1,5,False,,646,1307,True,False,7,,888,760,5950,111,57,50,Right,-1.548668926,-1.888511782,-0.713001815,-0.85083072,1.252280205,-0.299580053,3000.0,Free,Incorrect to correct,3,1
510,2,1633,1717,88.08,83.02,882,823,1,1,50,50,2,42,50,8,0,1,2,False,,874,1980,False,False,7,,713,342,6759,185,42,42,Left,1.056935409,1.013772753,0.7587816359999999,0.7725573729999999,1.849959394,-0.400777612,3000.0,Free,"Correct, no change",4,8
515,2,1664,1839,44.35,16.87,920,1946,-1,-1,50,50,0,55,50,5,1,1,4,True,,878,930,False,False,7,,731,1487,7568,68,55,55,Left,-0.645995058,-0.883057358,-1.8450823719999998,-2.099523996,0.056921827,-0.363870267,3000.0,Free,"Incorrect, no change",3,3
521,2,1558,1556,69.28,74.28,999,595,1,1,50,50,2,46,50,4,0,1,6,False,,700,1520,False,False,7,,843,1015,8483,171,46,46,Left,0.324827182,0.198304972,0.41474881,0.39308660700000003,-0.540757361,-0.49006957700000003,3000.0,Free,"Correct, no change",3,2
522,2,2007,2102,36.55,30.8,599,554,-1,1,50,53,0,50,53,3,1,1,4,False,,771,944,True,False,7,,838,1065,8579,96,53,50,Right,-0.949742089,-1.221389735,-1.2967554540000001,-1.494715327,-1.13843655,0.04449165,3000.0,Free,Incorrect to correct,2,3
524,2,1589,3353,89.47,60.18,584,982,1,1,54,54,2,54,50,4,0,1,1,True,,925,2569,True,True,7,,680,216,8931,174,50,50,Right,1.111064688,1.074065318,-0.140269822,-0.21910307199999998,-0.540757361,-0.453162231,3000.0,Free,"Correct, no change",3,7
525,2,2670,2071,68.12,76.22,1024,607,-1,1,47,50,0,47,50,3,1,1,3,False,,763,666,True,False,7,,858,1122,9034,103,50,47,Right,0.279654546,0.147988874,0.49111307600000004,0.47731696,-1.13843655,0.8338326159999999,3000.0,Free,Incorrect to correct,4,2
527,3,3075,3437,98.07,74.58,546,2168,1,1,55,55,1,55,50,5,0,1,3,True,,744,1201,True,True,7,,866,1348,9322,186,50,50,Right,1.44596526,1.4470984519999999,0.426557717,0.40611192,0.056921827,1.316009224,3000.0,Free,"Correct, no change",3,7
530,3,1676,1605,52.3,50.82,964,685,-1,1,50,54,1,50,54,4,1,1,3,False,,687,823,True,False,7,,912,1572,9749,98,54,50,Right,-0.336406739,-0.538218589,-0.508707722,-0.625492817,-0.540757361,-0.349583553,3000.0,Free,Incorrect to correct,1,4
536,3,1398,1508,82.32,69.57,233,645,1,1,56,56,2,50,56,6,0,1,5,False,,828,1047,False,False,7,,735,1494,10553,175,50,50,Left,0.83262991,0.763927305,0.22934896899999999,0.18858920399999998,0.654601016,-0.6805591009999999,3000.0,Free,"Correct, no change",3,3
537,3,1558,1573,79.57,76.35,483,833,1,1,55,55,1,55,50,5,0,1,5,True,,643,1050,True,True,7,,988,1498,10730,177,50,50,Right,0.72553961,0.644643454,0.496230269,0.482961262,0.056921827,-0.49006957700000003,3000.0,Free,"Correct, no change",2,2
538,3,1429,1942,42.27,60.12,947,747,1,1,50,50,2,50,45,5,0,1,4,True,,768,837,True,True,7,,886,1194,10881,151,45,45,Right,-0.726994267,-0.973279325,-0.142631603,-0.221708135,0.056921827,-0.643651756,3000.0,Free,"Correct, no change",3,2
541,3,1798,2417,86.52,82.57,483,559,1,1,50,50,1,50,45,5,0,1,4,True,,807,1154,True,True,7,,764,844,11267,184,45,45,Right,0.9961860029999999,0.946106278,0.741068275,0.753019405,0.056921827,-0.20433529,3000.0,Free,"Correct, no change",3,3
543,3,2794,1505,49.65,40.23,335,589,1,1,54,54,1,50,54,4,0,1,6,False,,908,990,False,False,7,,747,1279,11547,144,50,50,Left,-0.439602845,-0.653164845,-0.925562142,-1.085286342,-0.540757361,0.981461997,3000.0,Free,"Correct, no change",3,1
547,3,1459,1545,50.62,66.07,835,266,1,1,54,54,1,50,54,4,0,1,5,False,,886,884,False,False,7,,727,1637,12100,158,50,50,Left,-0.401829176,-0.611090178,0.091578387,0.036627226,-0.540757361,-0.60793497,3000.0,Free,"Correct, no change",3,4
549,4,1851,1446,79.43,76.88,1232,1049,1,1,56,56,1,56,50,6,0,1,5,True,,802,546,True,True,7,,874,820,12323,177,50,50,Right,0.720087741,0.638570822,0.517092671,0.505972647,0.654601016,-0.141235636,3000.0,Free,"Correct, no change",1,0
557,4,1649,2508,22.13,57.33,1659,1387,1,1,50,50,1,50,45,5,0,1,6,True,,892,1465,True,True,7,,762,978,13399,139,45,45,Left,-1.511284676,-1.8468708740000002,-0.252454439,-0.34284354,0.056921827,-0.38172866,3000.0,Free,"Correct, no change",2,4
559,4,1356,1765,72.58,80.53,687,501,1,1,50,50,1,50,44,6,0,1,5,True,,789,1095,True,True,7,,860,1418,13678,176,44,44,Right,0.453335541,0.341445593,0.660767707,0.6644472810000001,0.654601016,-0.7305626009999999,3000.0,Free,"Correct, no change",2,4
560,4,2420,1791,20.0,8.48,1508,657,1,1,56,56,2,56,50,6,0,1,2,True,,930,2139,True,True,7,,678,464,13792,114,50,50,Left,-1.594230981,-1.9392616390000001,-2.17533814,-2.463798564,0.654601016,0.536192735,3000.0,Free,"Correct, no change",4,6
563,4,1565,1743,58.3,63.68,1444,692,1,1,54,54,1,54,50,4,0,1,3,True,,828,1084,True,True,7,,751,1154,14287,160,50,50,Left,-0.10275517699999999,-0.277962914,-0.00249924,-0.067141095,-0.540757361,-0.48173566,3000.0,Free,"Correct, no change",3,3
565,4,1396,1728,78.12,76.78,1047,771,1,1,50,50,1,50,47,3,0,1,3,True,,751,1279,True,True,7,,838,1348,14549,177,47,47,Right,0.669073816,0.581748333,0.513156369,0.501630877,-1.13843655,-0.68294022,3000.0,Free,"Correct, no change",4,6
567,4,2126,1803,31.22,20.87,848,728,1,1,52,52,1,52,50,2,0,1,2,True,,756,1686,True,True,7,,828,694,14797,125,50,50,Right,-1.15730256,-1.4525835269999998,-1.687630278,-1.925853165,-1.7361157390000002,0.186168234,3000.0,Free,"Correct, no change",4,6
573,5,1298,1678,93.13,78.87,517,513,1,1,50,50,1,49,50,1,0,1,3,False,,950,1937,False,False,7,,673,718,15635,185,49,49,Left,1.25359214,1.23282128,0.5954250879999999,0.592373886,-2.333794927,-0.799615053,3000.0,Free,"Correct, no change",2,6
575,5,1363,1726,33.25,48.42,774,300,-1,-1,50,50,0,50,50,0,1,1,1,False,,716,1007,True,True,7,,920,1346,15816,58,50,50,Right,-1.078250448,-1.3645303569999998,-0.603178979,-0.7296953159999999,-2.9314741160000004,-0.7222286840000001,3000.0,Free,"Incorrect, no change",3,6
582,5,1726,1851,31.78,27.53,784,485,-1,1,48,50,0,48,50,2,1,1,3,False,,886,1941,True,False,7,,700,664,16702,97,50,48,Left,-1.135495081,-1.4282929969999998,-1.425472541,-1.636691231,-1.7361157390000002,-0.29005557600000004,3000.0,Free,Incorrect to correct,4,7
583,5,2726,2781,42.83,33.08,489,441,1,1,53,53,1,53,50,3,0,1,6,True,,735,1008,True,True,7,,826,1204,16839,137,50,50,Right,-0.705186787,-0.948988796,-1.20700776,-1.3957229530000002,-1.13843655,0.90050395,3000.0,Free,"Correct, no change",3,1
585,5,4413,1959,22.1,5.63,2006,620,-1,-1,48,48,0,48,50,2,1,1,2,False,,718,2377,True,True,7,,742,380,17075,85,50,50,Left,-1.5124529340000001,-1.8481721530000002,-2.287522757,-2.587539031,-1.7361157390000002,2.90897787,3000.0,Free,"Incorrect, no change",3,6
587,5,3016,1684,57.77,56.28,386,301,-1,1,50,54,0,54,50,4,1,1,4,True,,924,1058,False,True,7,,682,1178,17279,99,54,50,Left,-0.123394398,-0.300952165,-0.293785614,-0.38843213299999996,-0.540757361,1.245766212,3000.0,Free,Incorrect to correct,3,4
588,5,1545,1816,79.2,83.43,277,274,1,1,50,50,1,45,50,5,0,1,3,False,,866,1332,False,False,7,,811,537,17459,180,45,45,Left,0.711131097,0.628594354,0.7749204759999999,0.790358633,0.056921827,-0.505546851,3000.0,Free,"Correct, no change",2,2
592,6,1755,1619,47.1,62.3,516,273,1,1,55,55,1,50,55,5,0,1,3,False,,726,1630,False,False,7,,830,801,17973,154,50,50,Right,-0.538904759,-0.763773507,-0.056820212,-0.127057532,0.056921827,-0.25552935,3000.0,Free,"Correct, no change",3,6
594,6,1771,1851,23.7,16.82,1988,708,-1,-1,50,50,0,50,54,4,1,1,2,False,,690,436,True,True,7,,938,1746,18189,79,54,54,Right,-1.450145851,-1.778770639,-1.847050523,-2.101694881,-0.540757361,-0.236480398,3000.0,Free,"Incorrect, no change",2,4
598,6,1309,2236,77.93,57.72,718,611,1,1,50,50,2,50,46,4,0,1,5,True,,758,998,True,True,7,,876,1551,18836,166,46,46,Right,0.66167485,0.573506903,-0.23710286,-0.325910633,-0.540757361,-0.786518899,3000.0,Free,"Correct, no change",3,2
600,6,1634,1671,85.58,60.73,921,549,-1,-1,47,47,1,50,47,3,1,2,3,True,,1164,1290,False,False,7,,350,896,19022,26,50,50,Left,0.959580592,0.9053328890000001,-0.118620159,-0.195223333,-1.13843655,-0.39958705299999997,3000.0,Free,"Incorrect, no change",2,2
601,6,1304,1674,97.35,100.75,734,880,1,1,50,50,1,50,46,4,0,1,4,True,,788,836,True,True,7,,846,1401,19220,198,46,46,Right,1.417927072,1.4158677709999998,1.4566880430000002,1.5423533319999998,-0.540757361,-0.7924716959999999,3000.0,Free,"Correct, no change",2,6
604,6,1975,1903,60.65,83.6,319,398,1,1,55,55,2,55,50,5,0,1,1,True,,968,1301,True,True,7,,704,1314,19644,171,50,50,Left,-0.011241648,-0.176029441,0.78161219,0.7977396440000001,0.056921827,0.006393746,3000.0,Free,"Correct, no change",1,9
611,7,1373,1521,50.02,63.63,1317,691,1,1,50,50,2,44,50,6,0,1,2,False,,852,1226,False,False,7,,737,518,20582,156,44,44,Left,-0.425194332,-0.637115745,-0.004467390999999999,-0.069311981,0.654601016,-0.7103230890000001,3000.0,Free,"Correct, no change",3,3
612,7,2710,1746,70.53,53.48,890,7055,-1,-1,45,45,0,45,50,5,1,1,1,False,,789,381,True,True,7,,860,2126,20619,37,50,50,Right,0.37350459,0.252524904,-0.40400208,-0.5100017139999999,0.056921827,0.8814549970000001,3000.0,Free,"Incorrect, no change",1,4
