468,11
470,9
472,4
475,3
476,8
477,6
478,3
479,9
480,14
482,1
483,12
484,13
486,5
487,7
490,7
491,7
492,7
493,7
494,14
497,14
498,10
499,8
500,11
503,13
504,10
506,5
507,10
508,16
509,5
511,3
512,4
513,10
514,6
516,10
517,13
518,6
519,7
520,9
523,7
526,9
528,0
529,13
531,10
532,7
533,10
534,7
535,4
539,1
540,4
542,3
544,4
545,4
546,5
548,8
550,6
551,5
552,4
553,4
554,5
555,8
556,10
558,8
561,2
562,12
564,10
566,9
568,9
569,9
570,7
571,9
572,13
574,12
576,12
577,12
578,7
579,2
580,4
581,16
584,12
586,8
589,11
590,15
591,5
593,9
595,11
596,7
597,7
599,2
602,20
603,11
605,11
606,14
607,6
608,10
609,8
610,8
613,8
614,7
615,5
617,5
619,2
621,14
622,6
623,10
624,2
626,7
627,8
629,5
631,7
632,10
633,6
634,7
635,2
639,9
640,3
641,2
643,2
645,1
646,5
648,3
649,10
650,4
652,4
653,3
794,15
795,10
796,10
797,10
798,16
799,9
801,11
804,12
805,5
806,14
810,14
811,16
812,17
813,8
815,16
816,10
817,12
818,13
820,11
821,14
824,9
826,13
827,12
828,13
829,7
830,12
832,14
834,10
837,9
838,11
839,18
840,18
841,12
842,14
843,14
844,9
845,9
848,11
850,9
852,18
854,13
855,12
856,5
857,13
859,11
865,12
866,15
867,18
868,9
869,12
870,9
871,14
872,15
874,9
875,19
876,10
877,11
879,8
880,10
881,13
883,17
884,8
885,14
887,9
888,11
889,15
890,7
892,14
893,5
897,17
898,9
900,7
901,16
902,15
903,14
905,13
906,12
908,11
910,14
912,18
913,6
914,8
915,10
918,10
920,10
921,9
922,12
924,15
925,8
927,12
929,13
930,16
931,15
934,11
936,9
937,9
938,11
939,11
940,13
941,12
942,8
943,8
944,18
948,13
953,11
954,9
955,13
956,10
957,18
958,14
959,10
960,9
961,13
963,7
964,11
966,12
968,9
971,10
972,10
973,11
976,10
977,14
978,17
979,14
980,12
981,10
982,3
983,7
986,9
987,13
988,11
989,7
992,8
993,6
995,9
996,7
997,7
998,5
999,5
1000,14
1003,4
1005,6
1007,5
1008,10
1009,5
1011,2
1012,6
1013,12
1014,6
1015,5
1016,7
1017,5
1018,10
1023,6
1025,2
1027,5
1028,8
1029,5
1030,9
1032,7
1033,6
1035,6
1036,6
1037,9
1040,8
1041,3
1042,3
1044,6
1047,8
1049,4
1050,1
1051,6
1053,9
1055,5
1056,5
1057,10
1058,7
1059,5
1061,11
1063,5
1064,5
1065,8
1069,3
1070,3
1071,3
1074,5
1075,1
1077,6
1078,9
1079,4
1081,1
1082,10
1083,4
1084,8
1085,8
1086,3
1088,5
1090,7
1091,2
1092,7
1093,10
1094,8
1095,11
1096,14
1098,7
1100,5
1101,3
1105,10
1106,5
1107,10
1108,6
1109,9
1110,7
1112,12
1115,6
1117,6
1118,6
1121,4
1122,6
1124,8
1125,13
1126,6
1127,10
1128,7
1129,3
1131,6
1132,6
1134,6
1135,4
1136,3
1138,7
1139,7
1141,8
1142,8
1144,12
1145,11
1147,3
1148,8
1150,4
1151,8
1152,7
1153,8
1154,9
1155,10
1156,2
1158,13
1161,1
1162,4
1166,5
1167,7
1168,6
1169,9
1171,6
1174,3
1176,5
1178,7
1179,7
1181,10
1182,9
1184,12
1185,4
1186,8
1188,10
1189,9
1190,9
1191,7
1192,7
1194,9
1195,2
1197,10
1199,5
1200,5
1201,8
1202,3
1203,8
1206,12
1207,6
1208,7
1209,4
1212,6
1213,9
1214,6
1215,9
1216,4
1217,8
1219,5
1222,3
1224,14
1225,7
1228,13
1229,4
1230,5
1231,11
1233,9
1234,7
1236,5
1237,11
1238,9
1239,6
1241,6
1242,17
1243,7
1244,5
1246,8
1248,9
1250,14
1253,4
1254,3
1255,7
1256,8
1257,5
1260,5
1263,2
1264,7
1265,7
1267,4
1268,12
1270,14
1271,10
1272,10
1273,8
1275,2
1276,4
1277,8
1278,7
1279,7
1282,6
1285,13
1286,15
1287,8
1289,10
1291,8
1292,7
1293,5
1294,6
1296,7
1298,5
1299,9
1300,6
1302,5
1303,10
1304,6
1305,5
1306,10
1307,9
1308,5
1309,3
1311,8
1314,11
1317,6
1318,7
1319,6
1321,13
1323,1
1325,8
1326,7
1327,3
1328,10
1330,10
1331,9
1334,7
1335,11
1336,12
1338,4
1339,5
1340,6
1341,13
1342,4
1343,9
1345,11
1348,9
1351,7
1353,11
1354,11
1356,8
1357,8
1358,7
1359,8
1550,2
1551,3
1552,0
1553,5
1554,6
1557,10
1558,9
1559,7
1560,8
1561,8
1563,12
1565,9
1566,3
1569,10
1570,6
1571,5
1573,6
1574,11
1575,7
1577,7
1582,11
1583,10
1584,9
1586,6
1587,8
1588,8
1589,5
1590,10
1591,2
1592,7
1595,11
1596,6
1597,11
1598,10
1599,0
1600,9
1601,3
1602,6
1604,10
1609,2
1610,6
1611,8
1612,7
1614,10
1615,13
1616,8
1618,6
1619,3
1621,9
1623,13
1626,8
1627,11
1628,14
1630,9
1631,12
1632,8
1634,6
1635,6
1637,3
1638,1
1640,6
1641,8
1642,7
1643,6
1644,7
1647,12
1648,7
1650,14
1652,9
1653,6
1655,5
1658,1
1659,6
1661,3
1663,2
1664,5
1665,3
1666,5
1667,7
1669,6
1670,8
1671,6
1673,6
1674,7
1676,5
1677,3
1678,1
1679,2
1683,6
1684,10
1685,11
1686,4
1687,6
1690,6
1692,8
1693,6
1694,4
1695,6
1698,5
1700,1
1701,7
1702,7
1703,6
1704,2
1706,1
1707,5
1708,4
1709,8
1710,2
1711,5
1715,6
1716,3
1717,3
1718,2
1719,6
1720,6
1721,3
1723,8
1725,2
1728,12
1729,8
1730,7
1731,4
1732,7
1734,7
1736,6
1738,3
1739,6
1742,8
1743,14
1745,19
1747,10
1748,9
1750,7
1751,7
1752,9
1754,9
1755,6
1756,5
1758,9
1759,6
1760,9
1762,9
1765,12
1766,10
1767,8
1769,8
1770,7
1772,7
1773,10
1774,5
1775,9
1776,7
1779,7
1780,5
1781,5
1783,5
1784,4
1785,6
1786,8
1788,11
1789,12
1791,7
1792,5
1794,16
1795,8
1799,11
1800,9
1801,6
1802,12
1804,3
1805,6
1806,8
1807,13
1809,6
1811,6
1812,12
1815,7
1816,9
1818,10
1819,10
1820,8
1822,5
1824,8
1825,4
1826,9
1828,10
1829,7
1830,5
1831,9
1833,5
1834,5
1835,7
1836,9
1839,9
1840,11
1843,3
1844,5
1846,0
1847,11
1848,4
1849,4
1851,6
1853,6
1854,6
1858,6
1860,8
1861,9
1862,8
1863,7
1864,7
1865,8
1868,7
1871,5
1872,11
1873,9
1874,8
1875,16
1877,7
1878,5
1879,7
1881,10
1882,8
1883,6
1886,3
1888,5
1889,6
1890,9
1891,8
1892,11
1893,8
1894,7
1895,7
1898,13
1899,11
1900,9
1904,5
1905,9
1906,10
1908,10
1909,5
1910,9
1911,9
1912,5
1914,4
1920,4
1921,6
1922,9
1923,8
1924,6
1925,5
1926,5
1930,6
1931,9
1933,8
1934,5
1935,9
1936,10
1938,8
1939,5
1941,6
1942,10
1943,7
1945,8
1946,6
1947,11
1948,6
1949,8
1950,8
1952,8
1953,4
1954,7
1956,6
1957,5
1958,12
1959,6
1961,8
1963,8
1967,7
1968,6
1969,6
1970,6
1971,9
1972,9
1973,7
1976,6
1979,6
1980,5
1981,9
1984,8
1985,5
1987,6
1988,4
1989,5
1990,6
1991,5
1992,8
1994,9
1995,5
1996,7
1998,7
2000,8
2003,7
2006,2
2007,5
2008,3
2009,9
2010,8
2011,9
2013,4
2015,7
2017,2
2019,7
2020,6
2021,4
2022,3
2024,7
2025,5
2027,6
2029,9
2030,6
2031,8
2032,2
2033,5
2037,5
2038,5
2040,6
2041,8
2042,4
2043,4
2044,3
2046,4
2047,4
2048,6
2049,2
2052,4
2053,4
2057,4
2058,5
2059,5
2060,5
2062,3
2064,4
2067,6
2068,3
2069,4
2070,8
2071,4
2072,6
2073,4
2074,2
2075,5
2076,5
2080,5
2081,5
2082,4
2085,8
2086,3
2087,2
2088,5
2091,4
2092,3
2093,5
2094,3
2095,5
2096,3
2098,10
2099,3
2101,4
2102,3
2105,1
2106,2
2107,4
2108,2
2109,3
2110,6
2112,3
2115,4
2305,12
2306,14
2309,10
2310,10
2311,8
2315,11
2316,11
2317,18
2318,12
2319,14
2321,12
2322,14
2323,12
2325,12
2326,12
2328,15
2329,9
2332,8
2333,11
2334,20
2335,10
2337,15
2338,12
2340,16
2342,19
2344,20
2345,15
2346,12
2347,11
2350,12
2351,11
2354,11
2355,17
2357,8
2358,16
2359,11
2360,11
2361,13
2362,16
2363,17
2365,15
2367,17
2368,13
2369,11
2371,11
2375,11
2377,16
2379,20
2380,12
2382,9
2383,15
2384,16
2385,10
2386,10
2387,18
2388,10
2389,13
2391,9
2393,10
2395,17
2396,12
2397,8
2399,17
2401,13
2402,10
2403,14
2405,7
2406,10
2407,11
2408,11
2410,17
2412,13
2414,13
2415,15
2417,9
2419,16
2420,14
2421,17
2422,11
2423,17
2424,14
2425,12
2428,18
2430,11
2435,20
2438,11
2439,21
2440,16
2441,14
2442,14
2443,15
2444,16
2445,12
2446,17
2447,9
2448,9
2449,12
2451,11
2452,10
2454,14
2455,15
2457,14
2458,19
2459,15
2461,12
2463,10
2464,13
2465,17
2466,18
2468,9
2470,17
2472,14
2473,15
2476,13
2477,12
2478,14
2479,11
2481,19
2483,8
2484,14
2485,9
2486,10
2487,17
2489,12
2490,15
2493,17
2494,2
2495,4
2496,6
2497,3
2498,5
2499,5
2500,5
2501,0
2503,1
2504,3
2508,2
2509,3
2512,2
2513,5
2515,4
2516,5
2517,7
2519,4
2520,4
2521,2
2522,5
2523,3
2524,4
2525,4
2526,3
2528,3
2533,2
2534,9
2536,3
2539,1
2541,0
2542,2
2543,4
2544,6
2545,6
2547,8
2550,8
2551,6
2552,6
2554,10
2555,3
2556,5
2558,7
2560,5
2561,3
2562,6
2563,9
2564,6
2565,5
2568,5
2569,6
2571,7
2572,11
2574,5
2575,9
2576,7
2578,2
2579,9
2580,8
2582,8
2583,9
2584,8
2585,10
2587,7
2588,4
2589,5
2593,7
2595,2
2596,3
2598,14
2599,3
2603,5
2606,7
2607,2
2608,9
2609,8
2611,9
2612,5
2613,8
2614,5
2615,7
2616,2
2618,6
2619,7
2621,8
2622,5
2623,2
2624,4
2625,2
2628,7
2629,9
2632,3
2633,6
2634,9
2636,8
2637,7
2638,6
2639,5
2641,6
2642,9
2644,6
2645,3
2647,3
2648,4
2649,3
2650,7
2651,5
2656,6
2657,1
2658,8
2659,10
2660,7
2661,7
2662,9
2663,5
2664,13
2665,9
2666,6
2667,1
2669,10
2674,6
2677,11
2678,7
2682,6
2683,9
2684,12
2685,9
2687,10
2688,8
2689,9
2691,9
2693,6
2695,5
2696,4
2697,6
2698,12
2701,3
2702,4
2703,6
2706,12
2708,13
2709,12
2710,6
2711,11
2713,10
2715,5
2716,8
2717,10
2718,6
2719,4
2720,4
2722,4
2723,4
2724,4
2725,4
2727,5
2728,14
2729,16
2730,9
2732,10
2736,3
2737,6
2738,9
2739,7
2742,7
2743,6
2744,11
2745,3
2746,12
2747,4
2749,12
2750,11
2753,8
2754,4
2755,13
2756,9
2757,7
2759,5
2762,3
2763,7
2765,2
2766,13
2768,10
2769,9
2770,8
2772,2
2775,8
2777,16
2778,6
2779,7
2780,13
2782,10
2783,9
2784,4
2785,6
2786,3
2787,5
2788,7
2789,3
2790,2
2792,7
2796,10
2797,5
2798,8
2800,8
2801,4
2805,6
2806,2
2807,6
2808,12
2812,6
2813,7
2814,9
2815,6
2818,7
2819,4
2820,3
2821,5
2823,4
2824,4
2825,11
2826,4
2827,6
2828,9
2829,6
2832,10
2833,9
2836,8
2837,13
2839,9
2840,10
2841,9
2843,9
2844,5
2846,3
2847,4
2848,2
2849,1
2850,5
2853,3
2854,3
2855,4
2857,3
2858,2
2860,6
2862,3
2863,7
2866,3
2868,3
2870,3
2873,2
2874,2
2876,3
2878,4
2879,1
2881,2
2882,1
2883,1
2884,2
2885,2
2886,2
2887,2
2888,2
2890,3
2893,2
2894,4
2896,1
2897,2
2898,2
2899,3
2901,3
2902,1
2904,2
2905,2
2906,2
2907,1
2910,1
2913,2
2914,2
2916,3
2917,1
2918,3
2919,2
2921,1
2924,3
2925,1
2926,8
2927,1
2928,2
2929,5
2931,1
2932,3
2934,1
2936,2
2937,1
2938,1
2939,2
2940,1
2941,2
2942,1
2943,1
2944,3
2947,2
2948,2
2952,5
2953,2
2955,4
2956,2
2957,5
2959,2
2961,3
2963,3
2964,2
2965,3
2966,1
2968,4
2970,0
2971,1
2973,3
2974,3
2975,2
2976,2
2977,1
2978,2
2982,1
2984,2
2985,6
2986,3
2987,4
2990,1
2991,1
2992,2
2993,1
2994,1
2995,4
2996,1
2998,2
2999,1
3001,1
3003,4
3004,3
3005,2
3006,3
3007,1
3009,3
3010,2
3014,4
3016,3
3019,2
3020,2
3022,7
3023,1
3024,3
3025,1
3026,6
3027,1
3029,17
3031,17
3032,11
3034,10
3035,13
3036,7
3038,17
3039,6
3040,4
3042,13
3043,13
3045,7
3047,9
3050,14
3051,7
3052,5
3053,10
3054,8
3055,9
3056,13
3058,16
3060,2
3061,7
3063,11
3065,10
3066,12
3070,16
3072,17
3073,4
3074,6
3076,11
3078,3
3079,11
3081,13
3082,7
3083,5
3084,13
3085,17
3086,25
3087,13
3089,9
3090,20
3091,11
3092,9
3093,10
3095,10
3096,17
3099,10
3101,12
3103,12
3104,4
3106,6
3107,17
3109,15
3111,12
3112,17
3114,13
3115,15
3116,18
3117,8
3118,8
3120,12
3121,18
3123,11
3124,8
3127,9
3128,8
3130,8
3131,5
3132,9
3133,15
3134,18
3135,6
3136,11
3137,8
3140,10
3142,11
3145,9
3146,12
3147,18
3148,11
3150,6
3154,18
3156,14
3157,17
3158,6
3159,7
3160,14
3163,10
3164,11
3165,9
3166,10
3167,9
3169,13
3170,14
3172,20
3175,6
3176,9
3178,4
3179,8
3180,11
3181,4
3182,4
3183,5
3187,8
3188,12
3189,10
3191,8
3192,6
3193,16
3194,9
3196,7
3197,12
3198,12
3200,7
3202,4
3203,4
3204,3
3205,4
3208,2
3209,11
3210,14
3211,10
3212,16
3218,10
3219,8
3220,10
3221,7
3223,8
3224,8
3226,7
3228,7
3229,9
3231,8
3232,8
3233,9
3234,7
3235,7
3236,4
3238,3
3239,6
3240,3
3241,8
3242,5
3245,4
3248,5
3249,8
3250,10
3252,8
3253,4
3254,9
3256,4
3257,5
3260,4
3261,5
3262,11
3266,9
3267,6
3268,11
3270,3
3271,9
3273,8
3274,8
3275,4
3276,6
3277,5
3278,7
3279,6
3280,6
3282,4
3284,9
3285,7
3288,5
3291,2
3292,2
3293,4
3294,6
3295,5
3296,8
3297,6
3300,5
3301,8
3303,12
3305,9
3308,5
3309,10
3310,8
3311,7
3313,7
3314,4
3315,9
3316,7
3318,10
3319,10
3320,6
3322,7
3324,10
3325,3
3329,8
3330,12
3331,9
3332,2
3335,5
3336,8
3337,6
3338,6
3339,7
3340,9
3342,10
3343,6
3344,3
3346,4
3347,8
3350,6
3352,7
3354,5
3355,6
3357,7
3358,9
3359,3
3360,6
3361,7
3362,8
3363,5
3365,9
3366,11
3368,7
3369,11
3371,7
3372,5
3374,6
3375,7
3376,12
3378,10
3381,5
3382,4
3384,6
3386,5
3387,5
3388,6
3390,12
3391,9
3393,9
3394,7
3395,9
3396,7
3398,8
3401,10
3402,6
3403,6
3593,5
3594,7
3595,3
3596,11
3597,11
3598,15
3599,17
3600,15
3602,12
3603,7
3605,8
3607,10
3609,10
3613,8
3614,6
3615,5
3616,6
3618,7
3619,11
3622,15
3624,7
3625,15
3626,8
3627,13
3628,10
3631,7
3632,9
3634,7
3637,4
3638,10
3639,11
3640,14
3641,12
3642,10
3643,3
3644,11
3645,10
3647,16
3649,10
3650,11
3653,10
3654,11
3657,6
3658,10
3659,11
3660,7
3661,12
3663,8
3664,11
3666,10
3668,9
3669,11
3671,9
3672,11
3673,8
3676,17
3677,9
3678,10
3679,9
3680,7
3682,10
3684,9
3687,14
3688,10
3690,7
3691,3
3692,6
3693,7
3695,3
3696,12
3698,11
3699,4
3700,6
3701,12
3702,7
3703,9
3704,11
3706,12
3707,10
3709,8
3710,13
3712,3
3717,8
3718,9
3719,4
3723,6
3724,13
3725,6
3726,9
3727,6
3731,6
3732,9
3733,12
3734,9
3735,16
3736,9
3737,9
3738,9
3741,8
3742,8
3743,10
3744,9
3745,13
3746,8
3747,10
3748,8
3749,9
3752,16
3755,8
3757,10
3758,9
3759,6
3761,6
3763,7
3764,8
3766,8
3768,7
3769,13
3770,10
3773,7
3774,7
3775,9
3776,7
3778,9
3779,8
3780,7
3784,1
3786,3
3787,4
3788,2
3789,6
3791,0
3792,1
3793,7
3794,1
3795,1
3796,2
3799,4
3800,1
3801,5
3803,0
3805,3
3806,3
3807,1
3808,1
3811,2
3812,3
3813,3
3814,7
3817,18
3818,2
3819,2
3820,3
3823,3
3825,1
3826,0
3827,2
3829,4
3832,2
3834,7
3835,8
3836,1
3837,2
3838,1
3839,4
3840,6
3841,5
3844,3
3846,5
3847,4
3849,3
3853,4
3855,4
3856,8
3857,2
3858,3
3859,4
3860,10
3861,0
3862,3
3864,2
3865,4
3866,5
3867,6
3870,4
3871,7
3872,1
3874,5
3876,2
3878,13
3879,9
3880,5
3882,2
3883,2
3885,4
3886,1
3888,3
3889,4
3890,3
3891,2
3892,5
3893,2
3895,6
3897,9
3898,3
3900,7
3901,4
3902,5
3905,2
3906,6
3908,0
3909,1
3910,0
3911,6
3913,2
3916,0
3918,2
3920,7
3921,1
3923,4
3924,1
3925,0
3926,2
3927,1
3929,2
3930,2
3931,0
3932,0
3933,3
3935,6
3938,1
3939,3
3942,2
3944,0
3945,9
3947,0
3948,3
3949,6
3951,0
3954,1
3955,3
3956,3
3958,4
3959,0
3960,1
3961,8
3962,2
3963,1
3965,5
3967,3
3968,2
3970,6
3972,2
3975,2
3976,9
3978,12
3980,3
3981,8
3983,5
3984,7
3985,8
3987,5
3988,8
3989,6
3990,4
3991,13
3993,10
3995,8
3998,18
3999,11
4000,18
4001,7
4002,7
4003,14
4004,11
4006,13
4007,9
4008,9
4010,11
4012,11
4014,3
4015,7
4016,9
4018,15
4019,5
4021,10
4025,7
4026,7
4027,11
4028,5
4030,9
4031,16
4032,12
4033,12
4034,9
4035,13
4036,18
4037,10
4038,14
4040,13
4042,12
4044,9
4045,12
4048,8
4049,8
4050,11
4051,5
4053,9
4057,12
4058,11
4059,8
4060,7
4062,8
4063,12
4067,1
4068,11
4069,4
4070,12
4072,8
4073,12
4074,9
4075,4
4078,9
4079,8
4080,9
4082,12
4083,7
4084,17
4085,9
4086,11
4087,9
4090,6
4092,8
4093,5
4094,10
4095,13
4097,9
4099,4
4100,6
4101,11
4102,9
4103,10
4105,4
4106,14
4107,11
4108,11
4109,10
4111,7
4112,8
4113,5
4118,7
4121,8
4122,9
4124,7
4125,8
4127,8
4128,14
4130,15
4131,16
4132,16
4133,19
4134,7
4136,12
4137,11
4139,8
4140,5
4143,11
4144,7
4147,7
4148,7
4149,6
4151,9
4152,7
4153,10
4155,7
4157,3
4158,15
4159,16
4160,12
4161,19
4163,7
4164,8
4165,6
4168,11
4170,5
4173,7
4175,5
4176,11
4177,9
4178,7
4179,11
4180,6
4183,12
4185,9
4186,5
4187,6
4188,14
4189,3
4190,12
4192,14
4194,11
4196,7
4197,10
4198,17
4199,6
4200,15
4202,16
4203,8
4206,13
4207,11
4208,20
4212,21
4213,5
4214,9
4215,10
4217,15
4218,17
4220,6
4221,7
4222,6
4223,12
4224,6
4227,5
4228,8
4231,12
4232,9
4235,18
4236,10
4237,9
4238,11
4239,5
4241,9
4242,6
4243,7
4246,10
4248,4
4249,10
4251,10
4252,9
4253,11
4255,12
4256,17
4257,12
4260,15
4261,7
4262,13
4263,10
4264,13
4265,5
4267,9
4268,9
4269,13
4270,11
4274,16
4275,6
4276,6
4277,13
4279,16
4280,6
4281,14
4282,11
4285,15
4286,13
4288,16
4289,8
4290,8
4291,7
4292,10
4293,4
4296,6
4298,11
4299,9
4302,11
4303,11
4305,14
4306,16
4307,9
4309,10
4310,4
4311,7
4314,15
4315,12
4316,12
4319,11
4320,12
4321,20
4323,6
4325,16
4326,8
4327,7
4328,5
4329,15
4330,5
4333,4
4334,10
4337,10
4338,9
4339,9
4340,9
4341,15
4343,10
4345,7
4346,11
4347,8
4350,7
4351,5
4352,11
4354,5
4355,5
4356,5
4357,7
4362,8
4363,1
4364,4
4365,7
4367,10
4368,8
4369,4
4372,2
4373,8
4376,3
4377,7
4378,8
4379,2
4381,12
4382,6
4384,8
4385,9
4386,4
4387,4
4389,9
4390,8
4393,5
4395,4
4396,8
4397,5
4398,8
4399,8
4400,5
4401,6
4402,6
4403,3
4405,2
4409,2
4410,4
4411,5
4412,3
4413,3
4414,4
4416,2
4417,7
4419,3
4420,7
4424,3
4426,3
4427,6
4428,7
4430,9
4431,7
4432,2
4433,7
4434,8
4436,1
4439,7
4440,6
4441,4
4442,5
4443,2
4444,0
4445,2
4446,4
4448,6
4452,5
4453,7
4454,2
4457,7
4459,2
4460,4
4461,4
4464,3
4466,5
4467,3
4468,5
4469,2
4470,4
4471,6
4472,8
4473,4
4477,3
4478,4
4479,3
4480,3
4481,4
4485,5
4486,2
4487,1
4488,4
4489,4
4490,0
4492,8
4493,8
4494,7
4496,1
4497,2
4498,3
4499,7
4501,3
4504,3
4505,4
4506,2
4507,1
4508,4
4509,2
4512,3
4513,3
4514,5
4517,3
4518,4
4521,1
4523,6
4524,4
4526,3
4528,4
4529,1
4530,1
4532,2
4534,8
4535,3
4536,3
4727,7
4728,17
4729,19
4730,13
4732,11
4733,17
4734,12
4735,11
4736,7
4737,7
4738,5
4741,16
4742,10
4743,11
4747,10
4748,16
4749,10
4752,14
4755,18
4756,11
4757,14
4758,9
4759,17
4761,22
4762,12
4763,5
4765,20
4766,21
4770,9
4772,14
4773,11
4774,17
4777,7
4779,17
4781,14
4782,8
4783,10
4784,13
4785,12
4786,18
4787,14
4788,19
4789,8
4791,13
4793,18
4795,21
4796,13
4797,19
4798,6
4799,10
4800,8
4803,14
4804,19
4806,9
4807,19
4809,10
4810,8
4812,9
4813,18
4815,8
4816,12
4817,21
4819,12
4822,8
4823,8
4825,16
4827,12
4828,21
4829,15
4830,17
4831,10
4832,13
4833,20
4835,10
4836,8
4838,18
4840,8
4842,9
4843,8
4845,10
4846,12
4847,11
4848,13
4849,10
4850,11
4852,6
4853,16
4855,10
4857,16
4858,12
4860,11
4862,16
4863,16
4866,6
4867,11
4869,4
4870,11
4871,4
4872,5
4873,3
4875,21
4876,5
4877,10
4878,14
4879,4
4880,16
4881,11
4882,12
4883,20
4884,12
4885,8
4886,14
4894,9
4895,12
4896,15
5087,14
5089,21
5090,7
5092,11
5093,21
5094,14
5095,12
5097,17
5098,11
5100,14
5103,17
5104,12
5105,15
5106,14
5108,13
5110,8
5111,13
5112,16
5113,16
5115,20
5116,18
5117,14
5119,17
5121,13
5122,8
5123,13
5124,10
5127,20
5128,8
5130,13
5131,15
5133,13
5134,20
5135,16
5137,15
5139,9
5140,14
5141,9
5144,14
5146,11
5147,7
5148,14
5150,19
5151,20
5152,10
5154,15
5157,11
5159,11
5160,19
5161,14
5163,12
5164,14
5166,16
5167,13
5168,19
5169,10
5170,17
5171,16
5172,8
5173,9
5175,11
5176,19
5177,12
5180,18
5181,12
5182,14
5183,12
5185,17
5186,13
5189,12
5191,14
5192,18
5193,16
5194,14
5195,14
5196,18
5198,13
5200,14
5203,19
5206,7
5207,12
5208,22
5209,13
5210,13
5212,14
5213,10
5214,16
5215,14
5216,20
5217,12
5218,16
5219,9
5220,14
5221,12
5224,10
5228,18
5230,14
5231,14
5233,15
5236,14
5237,12
5238,17
5243,20
5244,18
5245,14
5246,12
5247,21
5248,10
5249,15
5250,10
5251,21
5253,6
5254,13
5255,17
5257,13
5259,18
5261,16
5262,17
5263,19
5267,11
5268,12
5269,18
5270,12
5271,21
5273,10
5274,15
5275,5
5276,12
5280,6
5281,10
5282,18
5283,14
5286,13
5287,17
5289,21
5291,12
5292,12
5293,19
5294,10
5295,11
5296,19
5297,21
5298,12
5300,11
5301,20
5303,18
5304,12
5305,17
5306,17
5307,13
5312,14
5314,8
5315,15
5316,5
5318,12
5319,16
5320,4
5321,19
5322,14
5324,10
5325,18
5327,14
5331,8
5332,10
5333,16
5334,13
5336,10
5337,10
5339,11
5340,12
5341,15
5342,10
5343,14
5344,20
5345,21
5346,12
5349,11
5350,11
5351,15
5353,6
5356,18
5357,13
5359,13
5360,12
5361,8
5362,9
5364,9
5366,12
5369,6
5370,18
5371,15
5373,15
5374,11
5375,6
5376,4
5379,11
5380,5
5381,3
5382,13
5383,14
5384,12
5385,13
5388,6
5389,10
5391,14
5393,12
5396,12
5397,20
5399,8
5400,17
5401,10
5402,18
5403,13
5405,13
5406,17
5407,11
5409,21
5411,15
5412,18
5413,12
5416,15
5418,11
5419,9
5420,14
5423,14
5424,13
5425,17
5428,13
5429,12
5430,18
5431,17
5432,6
5433,18
5434,15
5437,11
5439,7
5440,17
5442,14
5444,16
5446,6
5448,8
5451,17
5452,12
5453,19
5454,7
5456,13
5457,20
5459,8
5460,5
5461,17
5462,19
5463,14
5467,5
5468,5
5469,12
5470,15
5471,14
5472,6
5473,10
5474,4
5475,6
5478,9
5479,6
5482,7
5483,3
5484,9
5485,12
5486,12
5491,8
5494,9
5496,10
5497,10
5498,12
5499,7
5500,9
5501,10
5502,9
5503,10
5504,5
5505,8
5507,9
5509,8
5511,6
5512,9
5513,5
5515,8
5516,13
5517,5
5518,10
5519,15
5520,13
5521,15
5524,3
