,BLOCK,CHOICE_RT_1,CHOICE_RT_2,CONF_1,CONF_2,CONF_RT_1,CONF_RT_2,CORRECT,CORRECT_2,Chosen_Nr_1,Chosen_Nr_2,Correct_Count,DOTS_LEFT,DOTS_RIGHT,Dot_Diff,Error_Count,GSF_First_Presentation,GSF_Second_Presentation,LEFT_MOST_DOTS,LEFT_PRESENTATION_TIME,Left_IA_First_Dwell_Time,Left_IA_Second_Dwell_Time,PICKED_LEFT_1,PICKED_LEFT_2,Participant,RIGHT_PRESENTATION_TIME,Right_IA_First_Dwell_Time,Right_IA_Second_Dwell_Time,TOTAL_POINTS,TRIAL_POINTS,Unchosen_Nr_1,Unchosen_Nr_2,Which_First,ZConf1,ZConf1ALL,ZConf2,ZConf2ALL,ZDot_Diff,ZRT,sampling_time,session,type,Internal_Saccades_First,Internal_Saccades_Second,RightFirst,Left_IA_Second_Dwell_Time_REVISED,Right_IA_Second_Dwell_Time_REVISED,Left_Gazetime_New,Right_Gazetime_New,LeftLonger,LEFT_PRESENTATION_TIME_REV,RIGHT_PRESENTATION_TIME_REV
0,0,1656,913,47.95,40.28,827,1078,1,-1,50,46,1,50,46,4,0,1,3,True,5250,727,1618,True,False,1,1750,796,3520,146,102,46,50,Left,-0.042585374,0.019069045,-0.29096419,-0.412447436,0.011777391000000002,-0.120969384,,Fixed,Correct to incorrect,4,12,0,1618.0,3520.0,1618,3587,99,1750.0,5250.0
1,0,1186,1435,57.38,61.25,1316,1240,1,1,50,50,2,50,46,4,0,1,1,True,1750,882,4072,True,True,1,5250,500,2236,304,158,46,46,Left,0.49614381,0.674126653,0.7079317159999999,0.800980915,0.011777391000000002,-0.596413509,,Fixed,"Correct, no change",3,19,0,4072.0,2236.0,0,2464,99,5250.0,1750.0
2,0,1941,3974,38.38,57.08,1517,1126,1,-1,50,47,1,47,50,3,0,1,1,False,1500,942,1093,False,True,1,1500,673,1366,394,90,47,50,Right,-0.589312658,-0.645713703,0.509295763,0.559684004,-0.54764869,0.167331841,,Fixed,Correct to incorrect,5,6,1,1366.0,1093.0,1957,1366,99,1500.0,1500.0
3,0,2165,1187,53.45,40.6,1329,647,1,1,53,53,2,53,50,3,0,1,2,True,1250,884,1595,True,True,1,3750,732,1412,540,146,50,50,Right,0.271625709,0.401128095,-0.275721143,-0.393930647,-0.54764869,0.39392648799999996,,Fixed,"Correct, no change",4,7,1,1412.0,1595.0,0,1412,99,3750.0,1250.0
4,0,1050,1186,72.92,86.62,1262,1507,1,1,52,52,1,52,50,2,0,1,2,True,3750,446,1392,True,True,1,1250,816,2220,719,179,50,50,Right,1.383932943,1.753617134,1.916419514,2.269015118,-1.107074771,-0.7339888309999999,,Fixed,"Correct, no change",3,8,1,2220.0,1392.0,1637,2220,99,1250.0,3750.0
5,0,1401,893,59.92,68.85,1183,2216,1,1,52,52,2,52,50,2,0,1,1,True,5250,630,1518,True,True,1,1750,792,1576,882,163,50,50,Left,0.641252201,0.850568469,1.069954076,1.240754661,-1.107074771,-0.378923112,,Fixed,"Correct, no change",4,6,0,1518.0,1576.0,1584,1576,99,1750.0,5250.0
6,0,1233,1721,45.13,53.22,700,830,1,1,51,51,1,50,51,1,0,1,4,False,750,908,1638,False,False,1,2250,741,1478,1030,148,50,50,Right,-0.20368996600000003,-0.17682305,0.325426512,0.33632523200000003,-1.666500852,-0.5488690970000001,,Fixed,"Correct, no change",4,4,1,1478.0,1638.0,1638,1683,99,2250.0,750.0
7,0,2534,2259,56.33,45.0,3165,2524,1,-1,51,50,2,51,50,1,0,1,3,True,750,942,1524,True,False,1,2250,542,1657,1135,105,50,51,Left,0.43615805799999996,0.601188107,-0.066129251,-0.139324793,-1.666500852,0.7672007059999999,,Fixed,Correct to incorrect,2,7,0,1524.0,1657.0,1524,2038,99,2250.0,750.0
8,0,1683,1658,66.08,75.75,14223,1447,-1,-1,50,50,0,50,50,0,1,1,3,False,3500,578,3147,True,True,1,3500,848,2564,1163,28,50,50,Right,0.993168614,1.2784746059999998,1.3986322709999999,1.6400229309999999,-2.225926933,-0.093656636,,Fixed,"Incorrect, no change",3,11,1,2564.0,3147.0,3683,2564,99,3500.0,3500.0
9,0,2509,1326,62.48,49.73,1011,697,1,-1,50,49,1,50,49,1,0,1,1,True,1500,572,1374,True,False,1,1500,842,1116,1269,106,49,50,Left,0.7875031779999999,1.028399591,0.159182034,0.134376499,-1.666500852,0.741911125,,Fixed,Correct to incorrect,3,5,0,1374.0,1116.0,1374,1182,99,1500.0,1500.0
10,0,2031,1783,54.72,59.92,3728,9421,1,1,51,51,2,51,50,1,0,1,1,True,1250,594,1702,True,True,1,3750,810,1070,1425,156,50,50,Right,0.344179905,0.48934900299999995,0.644577803,0.724020509,-1.666500852,0.258374333,,Fixed,"Correct, no change",4,5,1,1070.0,1702.0,1768,1070,99,3750.0,1250.0
11,0,1878,1831,63.85,53.67,1089,626,-1,-1,50,50,0,50,50,0,1,1,2,False,1500,886,1776,True,False,1,1500,757,1466,1466,41,50,50,Left,0.865770303,1.123567027,0.346862047,0.362364467,-2.225926933,0.10360209699999999,,Fixed,"Incorrect, no change",3,7,0,1776.0,1466.0,1776,1533,99,1500.0,1500.0
12,0,1131,4624,46.55,50.9,1000,3165,1,1,50,50,1,50,49,1,0,1,1,True,750,930,1907,True,True,1,2250,566,576,1614,148,49,49,Right,-0.12256637699999999,-0.07818235,0.21491442300000002,0.20207851,-1.666500852,-0.6520505879999999,,Fixed,"Correct, no change",4,5,1,576.0,1907.0,2283,576,99,2250.0,750.0
13,0,1296,2063,64.25,64.62,2806,1545,1,1,51,51,2,51,50,1,0,1,5,True,2500,1222,2450,True,True,1,2500,636,1444,1778,164,50,50,Right,0.888622018,1.15135314,0.868460052,0.995985852,-1.666500852,-0.485139352,,Fixed,"Correct, no change",4,7,1,1444.0,2450.0,2893,1444,99,2500.0,2500.0
14,0,2392,1839,56.92,62.68,745,1642,-1,-1,50,50,0,50,50,0,1,1,1,False,1500,848,1662,True,True,1,1500,747,1308,1817,39,50,50,Right,0.469864338,0.642172623,0.7760490809999999,0.883727817,-2.225926933,0.623555885,,Fixed,"Incorrect, no change",4,5,1,1308.0,1662.0,2006,1308,99,1500.0,1500.0
15,0,2097,1335,61.07,40.6,749,684,-1,1,50,51,0,51,50,1,1,1,3,True,1250,906,1600,False,True,1,3750,760,1444,1906,89,51,50,Right,0.706950882,0.9304535429999999,-0.275721143,-0.393930647,-1.666500852,0.325138828,,Fixed,Incorrect to correct,3,5,1,1444.0,1600.0,1990,1444,99,3750.0,1250.0
16,0,3085,2220,29.97,29.6,1228,928,1,-1,52,50,1,50,52,2,0,1,7,False,1750,744,3305,False,True,1,5250,824,1808,2005,99,50,52,Right,-1.069769969,-1.229916724,-0.799700874,-1.03044528,-1.107074771,1.324583075,,Fixed,Correct to incorrect,3,11,1,1808.0,3305.0,0,1808,99,5250.0,1750.0
17,0,1388,1967,63.88,31.18,1165,1688,-1,-1,50,50,1,52,50,2,1,1,5,True,1750,898,3440,False,False,1,5250,550,2012,2057,52,52,52,Right,0.8674841809999999,1.125650986,-0.724438331,-0.939018632,-1.107074771,-0.392073694,,Fixed,"Incorrect, no change",3,9,1,2012.0,3440.0,3440,2446,99,5250.0,1750.0
18,0,1185,1711,66.98,78.68,6550,4822,1,1,53,53,1,53,50,3,0,2,6,True,3500,462,1786,True,True,1,3500,930,2584,2229,172,50,50,Right,1.0445849729999999,1.340993359,1.5382014169999998,1.809567283,-0.54764869,-0.597425093,,Fixed,"Correct, no change",3,7,1,2584.0,1786.0,0,2584,99,3500.0,3500.0
19,0,1869,1483,63.67,62.53,4911,1080,1,1,53,53,2,53,50,3,0,1,1,True,2500,652,2342,True,True,1,2500,966,2024,2391,162,50,50,Left,0.8554870309999999,1.1110632759999999,0.768903903,0.875048072,-0.54764869,0.09449784800000001,,Fixed,"Correct, no change",3,11,0,2342.0,2024.0,2409,2278,99,2500.0,2500.0
20,1,2475,1106,59.07,62.68,2068,2581,-1,-1,50,50,0,50,52,2,1,1,5,False,2500,585,1568,True,True,1,2500,798,1984,2429,38,52,52,Right,0.5926923070000001,0.79152298,0.7760490809999999,0.883727817,-1.107074771,0.707517295,,Fixed,"Incorrect, no change",4,6,1,1984.0,1568.0,1635,1984,99,2500.0,2500.0
21,1,1334,1176,61.47,68.02,1424,970,1,1,50,50,1,50,47,3,0,1,3,True,2250,580,2130,True,True,1,750,830,918,2593,164,47,47,Right,0.729802598,0.9582396559999999,1.030417423,1.192726739,-0.54764869,-0.446699189,,Fixed,"Correct, no change",4,5,1,918.0,2130.0,2431,918,99,750.0,2250.0
22,1,1425,724,59.77,76.15,506,1328,1,1,53,53,2,53,50,3,0,1,2,True,1500,765,1294,True,True,1,1500,852,752,2760,167,50,50,Left,0.632682808,0.8401486770000001,1.417686079,1.6631689180000002,-0.54764869,-0.354645114,,Fixed,"Correct, no change",3,3,0,1294.0,752.0,1361,752,99,1500.0,1500.0
23,1,1214,2411,31.37,26.8,1630,1239,1,-1,52,50,1,50,52,2,0,1,1,False,3750,776,1294,False,True,1,1250,840,3164,2861,101,50,52,Right,-0.989788966,-1.1326653290000002,-0.933077533,-1.192467186,-1.107074771,-0.568089179,,Fixed,Correct to incorrect,3,12,1,3164.0,1294.0,1530,3164,99,1250.0,3750.0
24,1,1064,1501,70.7,74.77,807,1066,1,1,52,52,2,52,50,2,0,1,3,True,750,642,1248,True,True,1,2250,828,1382,3033,172,50,50,Left,1.257105924,1.5994042080000002,1.35195044,1.583315264,-1.107074771,-0.719826665,,Fixed,"Correct, no change",3,4,0,1248.0,1382.0,1315,1530,99,2250.0,750.0
25,1,1540,2195,41.73,17.87,381,1632,1,-1,50,49,1,49,50,1,0,1,3,False,3500,910,2096,False,True,1,3500,582,3150,3144,111,49,50,Left,-0.39792954399999997,-0.413005009,-1.358453806,-1.7092013380000002,-1.666500852,-0.23831304,,Fixed,Correct to incorrect,3,9,0,2096.0,3150.0,2162,3324,99,3500.0,3500.0
26,1,1370,3011,36.63,31.27,1268,1703,-1,1,50,51,1,51,50,1,1,1,3,True,1750,858,2288,False,True,1,5250,456,1657,3240,96,51,50,Right,-0.689288912,-0.7672779470000001,-0.7201512240000001,-0.933810785,-1.666500852,-0.41028219200000005,,Fixed,Incorrect to correct,3,5,1,1657.0,2288.0,2627,0,99,5250.0,1750.0
27,1,1817,1558,42.7,23.98,379,1038,-1,1,50,52,0,52,50,2,1,1,4,True,2500,916,2105,False,True,1,2500,747,1502,3329,89,52,50,Right,-0.342514135,-0.345623685,-1.067406882,-1.355646392,-1.107074771,0.041895519,,Fixed,Incorrect to correct,3,6,1,1502.0,2105.0,2539,1502,99,2500.0,2500.0
28,1,1579,1163,51.5,48.35,676,1656,1,1,53,53,1,50,53,3,0,1,3,False,1750,766,4608,False,False,1,5250,828,1460,3478,149,50,50,Left,0.160223598,0.265670795,0.093446395,0.054522845,-0.54764869,-0.198861294,,Fixed,"Correct, no change",2,14,0,4608.0,1460.0,4608,1526,99,5250.0,1750.0
29,1,1298,904,81.62,88.73,1148,1366,1,1,53,53,2,53,50,3,0,1,1,True,1250,350,406,True,True,1,3750,828,728,3662,184,50,50,Right,1.8809577469999998,2.3579650869999997,2.016928353,2.3911101980000002,-0.54764869,-0.483116186,,Fixed,"Correct, no change",4,3,1,728.0,406.0,473,728,99,3750.0,1250.0
30,1,1377,1438,62.52,48.82,1004,1813,-1,-1,50,50,0,50,52,2,1,1,1,False,2500,660,2304,True,True,1,2500,814,1955,3705,43,52,52,Left,0.78978835,1.031178202,0.11583462,0.08171937900000001,-1.107074771,-0.403201109,,Fixed,"Incorrect, no change",3,12,0,2304.0,1955.0,2371,2018,99,2500.0,2500.0
31,1,1298,1495,43.85,40.03,600,566,1,1,53,53,1,53,50,3,0,1,1,True,750,726,1922,True,True,1,2250,852,520,3846,141,50,50,Right,-0.27681545399999996,-0.265738611,-0.30287282,-0.42691367700000005,-0.54764869,-0.483116186,,Fixed,"Correct, no change",3,2,1,520.0,1922.0,2371,520,99,2250.0,750.0
32,1,1878,1517,47.28,20.32,1051,1170,1,1,53,53,2,50,53,3,0,1,2,False,3500,696,2430,False,False,1,3500,824,2650,3979,133,50,50,Right,-0.080861997,-0.027472694,-1.241749229,-1.56743217,-0.54764869,0.10360209699999999,,Fixed,"Correct, no change",3,14,1,2650.0,2430.0,2646,2716,99,3500.0,3500.0
33,1,1681,1229,48.53,49.72,1486,1126,-1,-1,50,50,0,50,52,2,1,1,2,False,2250,774,738,True,True,1,750,592,2476,4029,50,52,52,Left,-0.009450387,0.059358907999999995,0.158705689,0.133797849,-1.107074771,-0.09567980300000001,,Fixed,"Incorrect, no change",4,8,0,738.0,2476.0,1084,2476,99,750.0,2250.0
34,1,1519,3083,52.85,40.68,1980,744,-1,1,50,53,0,50,53,3,1,1,3,False,1250,764,2602,True,False,1,3750,830,1639,4122,93,53,50,Left,0.23734813600000002,0.359448926,-0.27191038100000003,-0.38930144899999997,-0.54764869,-0.259556289,,Fixed,Incorrect to correct,2,11,0,2602.0,1639.0,2602,1777,99,3750.0,1250.0
35,1,1712,2509,54.88,28.15,1958,615,-1,-1,50,50,0,50,54,4,1,1,1,False,2250,530,702,True,True,1,750,796,2768,4179,57,54,54,Left,0.353320591,0.500463448,-0.86877093,-1.1143494809999999,0.011777391000000002,-0.064320722,,Fixed,"Incorrect, no change",3,7,0,702.0,2768.0,769,3038,99,750.0,2250.0
36,1,1088,2576,67.93,82.58,1048,1019,1,1,55,55,1,55,50,5,0,1,1,True,3750,486,840,True,True,1,1250,804,2480,4353,174,50,50,Right,1.098857797,1.4069853769999998,1.723976049,2.0352406530000002,0.571203472,-0.6955486679999999,,Fixed,"Correct, no change",2,7,1,2480.0,840.0,1417,2480,99,1250.0,3750.0
37,1,1900,1577,56.97,56.97,620,681,-1,-1,45,45,1,45,50,5,1,1,1,False,2500,508,1958,True,True,1,2500,788,2376,4395,42,50,50,Right,0.47272080200000005,0.645645888,0.504055966,0.553318857,0.571203472,0.125856928,,Fixed,"Incorrect, no change",2,10,1,2376.0,1958.0,2249,0,99,2500.0,2500.0
38,1,1347,1817,51.3,24.1,1591,849,1,-1,56,50,1,50,56,6,0,1,1,False,1750,848,4622,False,True,1,5250,749,1878,4507,112,50,56,Right,0.14879774,0.251777739,-1.06169074,-1.3487025959999999,1.130629553,-0.43354860700000003,,Fixed,Correct to incorrect,5,17,1,1878.0,4622.0,4789,0,99,5250.0,1750.0
39,1,1079,930,40.5,67.48,802,3382,1,1,50,50,2,50,44,6,0,1,3,True,1750,610,1264,True,True,1,5250,830,1550,4660,153,44,44,Right,-0.468198568,-0.49844730600000003,1.004694782,1.161479657,1.130629553,-0.704652917,,Fixed,"Correct, no change",3,6,1,1550.0,1264.0,1331,0,99,5250.0,1750.0
40,1,1111,3200,50.8,44.1,405,1163,1,1,50,50,1,50,45,5,0,1,2,True,3500,514,3098,True,True,1,3500,764,3059,4807,147,45,45,Left,0.120233096,0.21704509800000002,-0.109000319,-0.19140326300000002,0.571203472,-0.672282253,,Fixed,"Correct, no change",3,15,0,3098.0,3059.0,3319,0,99,3500.0,3500.0
41,2,1962,3036,40.88,18.33,690,639,1,1,50,50,2,45,50,5,0,1,1,False,1500,884,1837,False,False,1,1500,630,1118,4936,129,45,45,Right,-0.446489439,-0.472050498,-1.336541926,-1.682583454,0.571203472,0.18857508899999997,,Fixed,"Correct, no change",2,5,1,1118.0,1837.0,2238,1118,99,1500.0,1500.0
42,2,1724,1690,31.52,24.37,687,783,-1,-1,50,50,0,50,54,4,1,1,3,False,3500,598,2658,True,True,1,3500,802,3251,5007,71,54,54,Left,-0.981219573,-1.122245537,-1.048829419,-1.333079055,0.011777391000000002,-0.052181723,,Fixed,"Incorrect, no change",3,16,0,2658.0,3251.0,2725,3754,99,3500.0,3500.0
43,2,1044,789,76.7,89.45,428,1078,1,1,55,55,1,55,50,5,0,1,1,True,2500,902,1888,True,True,1,2500,580,1118,5189,182,50,50,Left,1.599881651,2.0161959,2.051225209,2.432772974,0.571203472,-0.74005833,,Fixed,"Correct, no change",3,8,0,1888.0,1118.0,1954,1118,99,2500.0,2500.0
44,2,1091,1655,60.37,63.18,1030,2370,1,1,55,55,2,55,50,5,0,2,2,True,750,794,1666,True,True,1,2250,654,670,5350,161,50,50,Right,0.666960381,0.881827846,0.799866341,0.9126603000000001,0.571203472,-0.692513918,,Fixed,"Correct, no change",2,5,1,670.0,1666.0,0,670,99,2250.0,750.0
45,2,1586,784,42.38,29.57,867,931,-1,1,46,50,0,46,50,4,1,1,2,False,2250,908,1151,True,False,1,750,755,800,5442,92,50,46,Left,-0.360795507,-0.36785257600000004,-0.80112991,-1.032181229,0.011777391000000002,-0.191780211,,Fixed,Incorrect to correct,4,5,0,1151.0,800.0,0,866,99,750.0,2250.0
46,2,1682,1703,23.17,22.4,903,633,1,-1,55,50,1,50,55,5,0,1,2,False,3500,632,3588,False,True,1,3500,828,2572,5541,99,50,55,Left,-1.458249126,-1.702280641,-1.142669425,-1.447073039,0.571203472,-0.094668219,,Fixed,Correct to incorrect,3,13,0,3588.0,2572.0,3933,2572,99,3500.0,3500.0
47,2,2309,1101,56.18,60.12,789,778,1,1,55,55,2,55,50,5,0,1,1,True,2500,892,2653,True,True,1,2500,560,1652,5699,158,50,50,Left,0.427588665,0.590768315,0.654104707,0.7355935020000001,0.571203472,0.539594476,,Fixed,"Correct, no change",3,11,0,2653.0,1652.0,0,1652,99,2500.0,2500.0
48,2,2945,3853,36.97,47.55,910,535,1,1,54,54,1,50,54,4,0,1,1,False,3500,670,2926,False,False,1,3500,846,2990,5840,141,50,50,Left,-0.669864954,-0.7436597509999999,0.055338778,0.008230872,0.011777391000000002,1.18296142,,Fixed,"Correct, no change",2,20,0,2926.0,2990.0,2926,3345,99,3500.0,3500.0
49,2,1516,2013,46.22,45.9,723,690,1,1,50,50,2,50,46,4,0,1,2,True,750,906,1868,True,True,1,2250,532,974,5985,145,46,46,Right,-0.141419042,-0.101105893,-0.023258182000000002,-0.087246323,0.011777391000000002,-0.262591038,,Fixed,"Correct, no change",2,4,1,974.0,1868.0,2189,974,99,2250.0,750.0
50,2,1685,1704,51.17,39.12,1052,1338,1,-1,50,47,1,50,47,3,0,1,4,True,1500,692,1774,True,False,1,1500,826,1392,6090,105,47,50,Left,0.141370933,0.242747252,-0.34622023399999996,-0.47957079700000005,-0.54764869,-0.09163347,,Fixed,Correct to incorrect,3,5,0,1774.0,1392.0,0,1789,99,1500.0,1500.0
51,2,1552,2642,59.1,28.07,1830,1143,1,1,53,53,2,50,53,3,0,1,3,False,750,730,1962,False,False,1,2250,630,1393,6233,143,50,50,Left,0.594406185,0.7936069379999999,-0.8725816909999999,-1.118978679,-0.54764869,-0.22617404100000002,,Fixed,"Correct, no change",3,10,0,1962.0,1393.0,0,1636,99,2250.0,750.0
52,2,1666,3157,28.5,41.93,685,364,1,-1,50,48,1,50,48,2,0,1,1,True,1750,708,4924,True,False,1,5250,770,1369,6326,93,48,50,Left,-1.153750022,-1.332030689,-0.21236723,-0.31697024100000004,-1.107074771,-0.110853551,,Fixed,Correct to incorrect,4,21,0,4924.0,1369.0,4924,1826,99,5250.0,1750.0
53,2,1508,1653,50.12,34.15,2336,355,-1,1,48,50,1,48,50,2,1,1,1,False,2500,612,1736,True,False,1,2500,834,2221,6417,91,50,48,Left,0.081385181,0.169808706,-0.582963804,-0.767159681,-1.107074771,-0.27068370399999997,,Fixed,Incorrect to correct,3,5,0,1736.0,2221.0,1736,2810,99,2500.0,2500.0
54,2,1613,1268,30.98,17.25,366,501,1,-1,50,47,1,47,50,3,0,1,1,False,1250,826,2010,False,True,1,3750,564,1112,6523,106,47,50,Right,-1.012069388,-1.159756789,-1.387987209,-1.745077618,-0.54764869,-0.164467463,,Fixed,Correct to incorrect,3,9,1,1112.0,2010.0,2077,1112,99,3750.0,1250.0
55,2,1386,1418,55.98,39.33,687,604,1,1,53,53,2,50,53,3,0,1,4,False,5250,924,2118,False,False,1,1750,474,3252,6669,146,50,50,Right,0.416162807,0.576875258,-0.336216985,-0.467419154,-0.54764869,-0.39409686,,Fixed,"Correct, no change",3,10,1,3252.0,2118.0,2396,3318,99,1750.0,5250.0
56,2,1125,2459,49.98,45.75,1008,1953,1,1,52,52,1,50,52,2,0,1,1,False,750,890,2188,False,False,1,2250,618,1108,6815,146,50,50,Left,0.07338708,0.16008356699999998,-0.03040336,-0.095926068,-1.107074771,-0.658120087,,Fixed,"Correct, no change",3,7,0,2188.0,1108.0,2392,1175,99,2250.0,750.0
57,2,1876,1367,51.08,54.38,721,1147,-1,1,50,52,1,52,50,2,1,1,1,True,3500,892,1482,False,True,1,3500,757,3168,6916,101,52,50,Right,0.136229297,0.23649537699999998,0.38068255700000003,0.403448594,-1.107074771,0.10157893,,Fixed,Incorrect to correct,3,15,1,3168.0,1482.0,1823,3168,99,3500.0,3500.0
58,2,1415,1619,31.25,34.48,627,1078,-1,1,50,53,0,53,50,3,1,2,1,True,1750,692,4786,False,True,1,5250,814,1642,7017,101,53,50,Left,-0.9966444809999999,-1.1410011629999999,-0.567244412,-0.748064242,-0.54764869,-0.36476094600000003,,Fixed,Incorrect to correct,3,17,0,4786.0,1642.0,4853,0,99,5250.0,1750.0
59,2,2092,2534,33.05,31.32,1559,517,-1,1,50,54,0,50,54,4,1,1,1,False,750,664,2472,True,False,1,2250,852,1041,7115,98,54,50,Left,-0.893811762,-1.015963656,-0.717769498,-0.930917537,0.011777391000000002,0.320080911,,Fixed,Incorrect to correct,4,11,0,2472.0,1041.0,0,1767,99,2250.0,750.0
60,2,1957,1580,37.52,33.47,409,716,-1,-1,50,50,0,50,55,5,1,1,3,False,3750,732,1351,True,True,1,1250,820,3034,7179,64,55,55,Right,-0.638443846,-0.7054538459999999,-0.615355278,-0.8065078590000001,0.571203472,0.183517173,,Fixed,"Incorrect, no change",4,6,1,3034.0,1351.0,1607,3034,99,1250.0,3750.0
61,2,492,1519,44.75,40.22,1229,1016,1,-1,56,50,1,50,56,6,0,1,3,False,3750,932,1220,False,True,1,1250,506,3442,7280,101,50,56,Right,-0.225399095,-0.203219857,-0.29382226100000003,-0.415919334,1.130629553,-1.298452282,,Fixed,Correct to incorrect,1,7,1,3442.0,1220.0,1599,0,99,1250.0,3750.0
62,3,928,1307,80.1,87.87,952,1487,1,1,50,50,2,50,44,6,0,1,0,True,2500,372,1240,True,True,1,2500,840,2114,7463,183,44,44,Right,1.79412123,2.252377858,1.975962665,2.3413463269999997,1.130629553,-0.857401987,,Fixed,"Correct, no change",1,6,1,2114.0,1240.0,1307,2114,99,2500.0,2500.0
63,3,1241,1524,35.17,59.63,838,1318,1,1,55,55,1,55,50,5,0,1,3,True,5250,618,1906,True,True,1,1750,796,4304,7609,146,50,50,Right,-0.7726976720000001,-0.868697258,0.630763792,0.707239669,0.571203472,-0.5407764310000001,,Fixed,"Correct, no change",3,12,1,4304.0,1906.0,0,4304,99,1750.0,5250.0
64,3,2670,1523,27.47,59.3,1428,894,-1,1,50,55,1,55,50,5,1,1,2,True,2500,888,1677,False,True,1,2500,590,1264,7724,115,55,50,Right,-1.212593188,-1.4035799290000002,0.6150444,0.68814423,0.571203472,0.904776028,,Fixed,Incorrect to correct,3,6,0,1677.0,1264.0,1873,1264,99,2500.0,2500.0
65,3,1350,1826,37.68,24.22,402,412,1,1,50,50,1,50,44,6,0,1,1,True,750,850,2044,True,True,1,2250,652,1162,7854,130,44,44,Left,-0.62930316,-0.6943394009999999,-1.055974597,-1.3417588,1.130629553,-0.43051385700000006,,Fixed,"Correct, no change",3,7,0,2044.0,1162.0,2331,1162,99,2250.0,750.0
66,3,1359,6162,46.18,30.78,1849,1700,1,1,56,56,2,50,56,6,0,1,3,False,1500,765,1496,False,False,1,1500,836,1516,7992,138,50,50,Left,-0.143704213,-0.103884504,-0.7434921390000001,-0.962164619,1.130629553,-0.421409608,,Fixed,"Correct, no change",3,8,0,1496.0,1516.0,1496,0,99,1500.0,1500.0
67,3,1789,1428,30.2,52.85,1161,676,-1,-1,45,45,0,45,50,5,1,1,1,False,1750,894,1954,True,True,1,5250,753,1578,8049,57,50,50,Right,-1.056630233,-1.2139397090000001,0.30780173899999996,0.314915195,0.571203472,0.013571188,,Fixed,"Incorrect, no change",3,5,1,1578.0,1954.0,2021,0,99,5250.0,1750.0
68,3,2795,2061,37.58,49.88,801,734,1,-1,50,44,1,44,50,6,0,1,2,False,1750,892,2608,False,True,1,5250,662,2128,8142,93,44,50,Right,-0.635016089,-0.7012859290000001,0.166327212,0.143056244,1.130629553,1.031223933,,Fixed,Correct to incorrect,3,8,1,2128.0,2608.0,2949,2040,99,5250.0,1750.0
69,3,1256,1550,55.58,67.95,780,4481,1,1,50,50,2,50,44,6,0,1,1,True,1500,874,816,True,True,1,1500,684,1304,8302,160,44,44,Right,0.39331109200000003,0.549089146,1.027083007,1.1886761909999999,1.130629553,-0.525602682,,Fixed,"Correct, no change",4,4,1,1304.0,816.0,883,1304,99,1500.0,1500.0
70,3,1087,1346,64.87,63.2,936,1544,1,1,50,50,1,45,50,5,0,1,1,False,1500,552,1526,False,False,1,1500,792,1152,8465,163,45,45,Left,0.9240421759999999,1.194421615,0.800819032,0.9138175999999999,0.571203472,-0.696560251,,Fixed,"Correct, no change",2,6,0,1526.0,1152.0,1526,1219,99,1500.0,1500.0
71,3,993,2069,76.82,38.8,814,525,1,1,55,55,2,50,55,5,0,1,4,False,1750,736,3950,False,False,1,5250,698,2134,8622,157,50,50,Left,1.606737166,2.0245317330000003,-0.361463281,-0.498087586,0.571203472,-0.7916490759999999,,Fixed,"Correct, no change",3,12,0,3950.0,2134.0,0,2725,99,5250.0,1750.0
72,3,1125,1638,55.35,48.9,753,747,1,1,54,54,1,50,54,4,0,1,1,False,2500,932,2302,False,False,1,2500,482,1602,8773,151,50,50,Left,0.380171356,0.533112131,0.119645381,0.086348577,0.011777391000000002,-0.658120087,,Fixed,"Correct, no change",3,9,0,2302.0,1602.0,2302,1669,99,2500.0,2500.0
73,3,3184,1386,45.7,58.38,629,439,1,1,50,50,2,50,46,4,0,1,0,True,750,758,1872,True,True,1,2250,876,1056,8924,151,46,46,Left,-0.17112627100000002,-0.13722784,0.571220641,0.63490846,0.011777391000000002,1.424729816,,Fixed,"Correct, no change",3,6,0,1872.0,1056.0,1939,1078,99,2250.0,750.0
74,3,1686,1296,54.07,34.27,1017,846,-1,1,47,50,0,50,47,3,1,1,3,True,2250,854,1212,False,True,1,750,642,1608,9013,89,50,47,Right,0.307045868,0.44419657,-0.577247661,-0.760215885,-0.54764869,-0.090621886,,Fixed,Incorrect to correct,3,4,1,1608.0,1212.0,1343,1608,99,750.0,2250.0
75,3,1144,2795,39.33,5.98,1010,659,1,-1,54,50,1,54,50,4,0,1,1,True,3500,564,2882,True,False,1,3500,822,3192,9129,116,50,54,Right,-0.535039835,-0.579721685,-1.924828261,-2.397215792,0.011777391000000002,-0.638900006,,Fixed,Correct to incorrect,3,18,1,3192.0,2882.0,3088,3258,99,3500.0,3500.0
76,3,2375,1666,12.97,35.25,695,988,-1,1,46,50,1,50,46,4,1,1,5,True,3750,924,1641,False,True,1,1250,762,2600,9239,110,50,46,Left,-2.040967862,-2.410826517,-0.53056583,-0.703508218,0.011777391000000002,0.60635897,,Fixed,Incorrect to correct,3,10,0,1641.0,2600.0,1725,0,99,1250.0,3750.0
77,3,1540,3769,80.83,25.57,1199,1278,1,1,50,50,1,45,50,5,0,1,1,False,2500,904,2778,False,False,1,2500,494,1352,9391,152,45,45,Right,1.83582561,2.303087514,-0.991667994,-1.263641095,0.571203472,-0.23831304,,Fixed,"Correct, no change",3,9,1,1352.0,2778.0,3088,1584,99,2500.0,2500.0
