participant,Trial,Block,RT1,RT2,Conf1,Conf2,Correct1,Correct2,Conf1_RT,Conf2_RT,DotNumberLeft,DotNumberRight,DotDifference,Switch,Left_Presentation_Time,Right_Presentation_Time,LeftTime,RightTime,NonAbsDiff,Response1,Response2,ZConf1,ZConf2,Zdifficult,ZNonAbsDiff,SamplingLength,Session,Type,ZSwitch,DeltaSampling,ZDeltaSampling,ChosenTime,UnchosenTime,Chosen_Presentation_Time,Unchosen_Presentation_Time,ConfChange,Left_IA_First_Dwell_Time,Right_IA_First_Dwell_Time,LeftTime_First,RightTime_First,Internal_Saccades
9,167,6,3.063,1.461,0.977,1.0078,1,1,3.133,2.23,50,42,8,2,,,2.94,1.174,8,left,left,0.594482104,0.466941338,1.378766306,1.279172619,5,Free,"Correct, no change",-0.191756138,1.766,0.787795843,2.94,1.174,,,0.0308,897,554,0.897,0.554,11
9,168,7,3.783,2.747,0.6458,0.9923,1,1,1.364,1.014,43,50,7,5,,,1.36,1.696,-7,right,right,-1.483173254,0.317767994,0.840363761,-1.061230334,5,Free,"Correct, no change",1.56188467,-0.336,-0.158571096,1.696,1.36,,,0.3465,878,544,0.878,0.544,11
9,169,7,1.866,4.097,0.915,1.0038,1,1,0.818,1.646,50,57,7,4,,,1.674,3.616,-7,right,right,0.205549036,0.428444991,0.840363761,-1.061230334,7,Free,"Correct, no change",0.977337734,-1.942,-0.881627854,3.616,1.674,,,0.0888,934,673,0.934,0.673,13
9,170,7,1.852,1.458,0.8495,1.0162,1,1,5.687,0.773,44,50,6,1,,,0.89,2.306,-6,right,right,-0.205339932,0.547783667,0.301961216,-0.90520347,5,Free,"Correct, no change",-0.776303073,-1.416,-0.644811008,2.306,0.89,,,0.1667,532,881,0.532,0.881,12
9,171,7,1.898,1.651,0.8788,1.0153,1,1,0.753,0.508,56,50,6,5,,,2.196,0.97,6,left,left,-0.021537691,0.539121989,0.301961216,0.967118892,5,Free,"Correct, no change",1.56188467,1.226,0.544675887,2.196,0.97,,,0.1365,860,606,0.86,0.606,8
9,172,7,6.36,5.182,0.9903,0.9697,0,0,0.882,2.035,50,45,5,4,,,1.73,1.297,5,right,right,0.67791452,0.100263634,-0.236441329,0.811092029,5,Free,"Incorrect, no change",0.977337734,0.433,0.18764973,1.297,1.73,,,-0.0206,772,764,0.772,0.764,8
9,173,7,2.486,1.753,0.9375,1.0152,0,1,1.196,0.582,50,56,6,7,,,1.996,3.326,-6,left,right,0.346694101,0.53815958,0.301961216,-0.90520347,7,Free,Incorrect to correct,2.730978541,-1.33,-0.606091904,1.996,3.326,,,0.0777,759,776,0.759,0.776,18
9,177,7,2.063,4.285,0.5012,0.9872,0,1,0.889,0.517,50,44,6,5,,,1.813,1.668,6,right,left,-2.390265539,0.268685152,0.301961216,0.967118892,5,Free,Incorrect to correct,1.56188467,0.145,0.057985753,1.668,1.813,,,0.486,896,658,0.896,0.658,13
9,182,7,2.255,0.938,0.9858,1.0073,1,1,0.696,3.342,43,50,7,5,,,1.048,3.41,-7,right,right,0.649685507,0.462129295,0.840363761,-1.061230334,7,Free,"Correct, no change",1.56188467,-2.362,-1.070721153,3.41,1.048,,,0.0215,852,682,0.852,0.682,11
9,183,7,1.49,1.352,0.9882,1.0112,1,1,0.39,0.603,50,43,7,4,,,3.864,0.482,7,left,left,0.664740981,0.499663233,0.840363761,1.123145756,7,Free,"Correct, no change",0.977337734,3.382,1.515354822,3.864,0.482,,,0.023,762,750,0.762,0.75,9
9,184,7,2.746,1.322,0.463,1.0022,0,1,0.405,2.023,44,50,6,3,,,0.874,4.219,-6,left,right,-2.629898494,0.413046453,0.301961216,-0.90520347,7,Free,Incorrect to correct,0.392790798,-3.345,-1.513289517,0.874,4.219,,,0.5392,668,740,0.668,0.74,13
9,185,7,1.617,4.261,0.5277,0.8822,1,1,0.827,0.451,50,43,7,6,,,2.073,1.484,7,left,left,-2.224028018,-0.741843956,0.840363761,1.123145756,5,Free,"Correct, no change",2.146431605,0.589,0.257884384,2.073,1.484,,,0.3545,608,943,0.608,0.943,10
9,186,7,3.106,1.672,0.8142,0.6892,0,1,0.649,0.854,50,57,7,7,,,2.114,3.677,-7,left,right,-0.426780856,-2.599292695,0.840363761,-1.061230334,7,Free,Incorrect to correct,2.730978541,-1.563,-0.710993663,2.114,3.677,,,-0.125,846,677,0.846,0.677,18
9,187,7,3.267,2.305,0.5605,0.788,1,1,0.817,0.828,50,42,8,8,,,3.146,1.922,8,left,left,-2.018269879,-1.648432926,1.378766306,1.279172619,7,Free,"Correct, no change",3.315525477,1.224,0.543775443,3.146,1.922,,,0.2275,660,855,0.66,0.855,14
9,188,7,5.385,1.475,0.9387,0.9852,1,1,0.621,0.865,50,58,8,4,,,2.184,1.288,-8,right,right,0.354221837,0.249436978,1.378766306,-1.217257197,5,Free,"Correct, no change",0.977337734,0.896,0.396102581,1.288,2.184,,,0.0465,739,714,0.739,0.714,10
9,189,8,1.301,3.744,0.964,1.0168,0,0,1.256,0.761,50,57,7,4,,,1.698,1.502,-7,left,left,0.512931622,0.553558119,0.840363761,-1.061230334,5,Free,"Incorrect, no change",0.977337734,0.196,0.080947082,1.698,1.502,,,0.0528,710,748,0.71,0.748,9
9,190,8,1.601,1.114,0.9782,1.0085,1,1,2.018,0.864,50,42,8,2,,,4.64,0.234,8,left,left,0.602009841,0.473678199,1.378766306,1.279172619,7,Free,"Correct, no change",-0.191756138,4.406,1.976382294,4.64,0.234,,,0.0303,944,542,0.944,0.542,13
9,192,8,1.611,3.068,0.9883,1.0125,1,1,1.071,1.884,50,43,7,1,,,2.87,0.5,7,left,left,0.665368292,0.512174546,0.840363761,1.123145756,5,Free,"Correct, no change",-0.776303073,2.37,1.059730016,2.87,0.5,,,0.0242,974,506,0.974,0.506,7
9,193,8,3.933,1.167,0.7752,0.8945,1,1,0.46,0.606,50,43,7,5,,,2.499,1.164,7,left,left,-0.671432302,-0.623467689,0.840363761,1.123145756,5,Free,"Correct, no change",1.56188467,1.335,0.5937501,2.499,1.164,,,0.1193,945,560,0.945,0.56,11
9,195,8,1.56,3.248,0.9477,0.9875,1,1,0.682,0.649,55,50,5,2,,,2.705,1.256,5,left,left,0.410679863,0.271572378,-0.236441329,0.811092029,5,Free,"Correct, no change",-0.191756138,1.449,0.645075424,2.705,1.256,,,0.0398,774,779,0.774,0.779,12
9,197,8,3.019,2.586,0.9562,1.0155,1,1,0.563,0.783,50,54,4,3,,,0.556,2.814,-4,right,right,0.464001332,0.541046806,-0.774843874,-0.593149743,7,Free,"Correct, no change",0.392790798,-2.258,-1.02389805,2.814,0.556,,,0.0593,522,921,0.522,0.921,9
9,200,8,2.013,2.181,0.9317,1.0117,0,0,0.643,1.487,55,50,5,1,,,0.272,3.59,5,right,right,0.310310039,0.504475277,-0.236441329,0.811092029,5,Free,"Incorrect, no change",-0.776303073,-3.318,-1.501133519,3.59,0.272,,,0.08,908,672,0.908,0.672,10
9,201,8,6.263,1.935,0.9732,1.0133,1,1,0.602,1.855,50,44,6,4,,,2.812,0.944,6,left,left,0.570644271,0.519873815,0.301961216,0.967118892,5,Free,"Correct, no change",0.977337734,1.868,0.833718501,2.812,0.944,,,0.0401,785,758,0.785,0.758,10
9,202,8,2.774,1.624,0.9875,1.0052,0,0,2.077,0.748,50,44,6,4,,,1.096,3.431,6,right,right,0.660349801,0.441918713,0.301961216,0.967118892,7,Free,"Incorrect, no change",0.977337734,-2.335,-1.058565155,3.431,1.096,,,0.0177,978,689,0.978,0.689,11
9,205,8,1.708,1.857,0.6987,0.7507,0,1,0.591,0.959,44,50,6,6,,,2.032,1.454,-6,left,right,-1.151325523,-2.007411361,0.301961216,-0.90520347,5,Free,Incorrect to correct,2.146431605,0.578,0.25293194,2.032,1.454,,,0.052,923,544,0.923,0.544,10
9,206,8,2.312,8.198,0.9017,0.8238,1,1,0.509,0.576,57,50,7,6,,,3.927,1.32,7,left,left,0.122116619,-1.303890621,0.840363761,1.123145756,7,Free,"Correct, no change",2.146431605,2.607,1.166432663,3.927,1.32,,,-0.0779,840,723,0.84,0.723,14
9,207,8,2.226,4.796,0.5037,0.7762,1,1,0.416,0.739,43,50,7,5,,,1.556,3.668,-7,right,right,-2.374582754,-1.761997149,0.840363761,-1.061230334,7,Free,"Correct, no change",1.56188467,-2.112,-0.958165618,3.668,1.556,,,0.2725,1088,751,1.088,0.751,17
9,208,8,2.793,1.172,0.9715,1.0047,1,1,0.444,0.834,44,50,6,4,,,0.656,4.47,-6,right,right,0.559979977,0.437106669,0.301961216,-0.90520347,7,Free,"Correct, no change",0.977337734,-3.814,-1.724443701,4.47,0.656,,,0.0332,682,796,0.682,0.796,14
9,209,8,3.727,2.493,0.3393,0.481,0,0,0.529,0.492,50,44,6,4,,,1.942,1.688,6,right,right,-3.405882696,-4.603027554,0.301961216,0.967118892,5,Free,"Incorrect, no change",0.977337734,0.254,0.107059966,1.688,1.942,,,0.1417,733,694,0.733,0.694,12
9,210,8,2.806,0.862,0.8903,0.9962,1,1,0.975,3.893,50,57,7,2,,,0.652,3.632,-7,right,right,0.05060312,0.355301932,0.840363761,-1.061230334,7,Free,"Correct, no change",-0.191756138,-2.98,-1.348958436,3.632,0.652,,,0.1059,946,568,0.946,0.568,10
10,22,0,1.934,1.032,0.9832,1.002,1,1,0.98,1.791,50,59,9,3,,,0.972,1.722,-9,right,right,0.683631774,0.577628868,1.354485633,-1.327240669,5,Free,"Correct, no change",0.241776042,-0.75,-1.075683598,1.722,0.972,,,0.0188,759,882,0.759,0.882,3
10,23,0,2.688,2.943,0.98,0.816,1,1,2.961,0.688,58,50,8,4,,,1.91,1.776,8,left,left,0.667059081,-0.447014137,0.859325508,1.374326813,5,Free,"Correct, no change",0.805920139,0.134,0.085912023,1.91,1.776,,,-0.164,884,674,0.884,0.674,7
10,26,0,1.448,7.467,0.9522,1.0133,1,1,6.383,11.011,43,50,7,4,,,1.41,2.634,-7,right,right,0.523083818,0.639878685,0.364165383,-1.009409201,5,Free,"Correct, no change",0.805920139,-1.224,-1.698530118,2.634,1.41,,,0.0611,694,796,0.694,0.796,9
10,27,0,3.177,4.566,0.9793,0.7958,1,1,4.873,1.564,50,56,6,5,,,2.408,3.459,-6,right,right,0.663433805,-0.558292571,-0.130994742,-0.850493467,7,Free,"Correct, no change",1.370064236,-1.051,-1.471204278,3.459,2.408,,,-0.1835,860,822,0.86,0.822,13
10,28,0,3.269,1.773,0.8215,0.7773,1,1,2.414,1.294,50,56,6,5,,,1.757,3.45,-6,right,right,-0.153807079,-0.660205988,-0.130994742,-0.850493467,7,Free,"Correct, no change",1.370064236,-1.693,-2.314806527,3.45,1.757,,,-0.0442,1124,500,1.124,0.5,11
10,29,0,2.255,2.1,0.9782,1.0128,1,1,18.924,2.946,50,45,5,2,,,1.616,2.186,5,left,left,0.657736942,0.637124268,-0.626154867,0.89757961,5,Free,"Correct, no change",-0.322368056,-0.57,-0.839159603,1.616,2.186,,,0.0346,1098,544,1.098,0.544,7
10,32,0,1.765,1.868,0.8408,0.9193,0,1,4.449,2.404,50,43,7,3,,,2.643,1.288,7,right,left,-0.053853029,0.122048349,0.364165383,1.215411078,5,Free,Incorrect to correct,0.241776042,1.355,1.690333122,1.288,2.643,,,0.0785,456,1202,0.456,1.202,8
10,33,0,3.508,2.7,0.6552,0.6743,0,0,0.995,1.18,50,58,8,5,,,1.764,2.104,-8,left,left,-1.015069176,-1.227615824,0.859325508,-1.168324935,5,Free,"Incorrect, no change",1.370064236,-0.34,-0.536934498,1.764,2.104,,,0.0191,610,996,0.61,0.996,6
10,35,0,1.553,1.987,0.8127,0.9712,1,1,1.445,1.664,59,50,9,7,,,2.674,2.808,9,left,left,-0.199381982,0.4079568,1.354485633,1.533242547,7,Free,"Correct, no change",2.498352431,-0.134,-0.266245926,2.674,2.808,,,0.1585,788,746,0.788,0.746,9
10,36,0,9.248,10.571,0.9525,0.756,1,1,0.988,1.172,58,50,8,3,,,1.898,0.878,8,left,left,0.524637508,-0.777544139,0.859325508,1.374326813,5,Free,"Correct, no change",0.241776042,1.02,1.250135687,1.898,0.878,,,-0.1965,806,813,0.806,0.813,7
10,37,0,1.671,1.537,0.9927,0.9948,1,1,4.536,25.3,50,57,7,3,,,1.164,2.342,-7,right,right,0.732831954,0.537965268,0.364165383,-1.009409201,7,Free,"Correct, no change",0.241776042,-1.178,-1.638085097,2.342,1.164,,,0.0021,756,912,0.756,0.912,7
10,38,0,1.669,1.697,0.9692,1.0077,1,1,3.115,4.16,43,50,7,4,,,1.236,2.628,-7,right,right,0.611126245,0.609029218,0.364165383,-1.009409201,7,Free,"Correct, no change",0.805920139,-1.392,-1.919285847,2.628,1.236,,,0.0385,900,712,0.9,0.712,5
10,39,0,2.276,1.5,0.8357,0.9667,1,1,1.506,2.082,50,56,6,4,,,2.298,1.852,-6,right,right,-0.080265757,0.38316705,-0.130994742,-0.850493467,7,Free,"Correct, no change",0.805920139,0.446,0.495886947,1.852,2.298,,,0.131,761,926,0.761,0.926,5
10,40,0,1.312,1.954,0.9793,1.0107,0,1,3.332,2.568,56,50,6,5,,,2.322,3.299,6,right,left,0.663433805,0.625555718,-0.130994742,1.056495344,7,Free,Incorrect to correct,1.370064236,-0.977,-1.373966636,3.299,2.322,,,0.0314,910,760,0.91,0.76,14
10,43,1,2.104,1.41,0.9863,1.0028,1,1,0.579,0.762,50,58,8,3,,,1.792,1.89,-8,right,right,0.699686569,0.582035934,0.859325508,-1.168324935,7,Free,"Correct, no change",0.241776042,-0.098,-0.218941127,1.89,1.792,,,0.0165,948,788,0.948,0.788,4
10,45,1,1.82,3.481,0.9902,1.009,1,1,1.506,2.783,43,50,7,4,,,1.514,1.578,-7,right,right,0.719884538,0.616190701,0.364165383,-1.009409201,5,Free,"Correct, no change",0.805920139,-0.064,-0.174264372,1.578,1.514,,,0.0188,924,576,0.924,0.576,6
10,47,1,3.157,0.996,0.8477,0.0758,0,0,1.52,3.667,58,50,8,4,,,1.944,1.502,8,right,right,-0.018118162,-4.52465259,0.859325508,1.374326813,5,Free,"Incorrect, no change",0.805920139,0.442,0.490630859,1.502,1.944,,,-0.7719,934,787,0.934,0.787,5
10,48,1,1.619,1.7,0.8027,0.9972,1,1,1.716,18.127,50,59,9,6,,,2.682,2.677,-9,right,right,-0.251171646,0.551186468,1.354485633,-1.327240669,7,Free,"Correct, no change",1.934208333,0.005,-0.083596841,2.677,2.682,,,0.1945,747,872,0.747,0.872,10
10,49,1,4.426,3.194,0.983,1.0095,1,1,11.123,3.165,50,59,9,4,,,1.174,2.707,-9,right,right,0.68259598,0.618945118,1.354485633,-1.327240669,5,Free,"Correct, no change",0.805920139,-1.533,-2.104562976,2.707,1.174,,,0.0265,910,774,0.91,0.774,5
10,51,1,2.459,1.971,0.99,1.0142,1,1,2.583,1.049,58,50,8,3,,,1.47,1.048,8,left,left,0.718848745,0.644836635,0.859325508,1.374326813,5,Free,"Correct, no change",0.241776042,0.422,0.464350415,1.47,1.048,,,0.0242,864,714,0.864,0.714,2
10,52,1,3.558,1.023,0.9888,1.0157,1,1,3.813,20.891,50,57,7,7,,,2.342,3.388,-7,right,right,0.712633985,0.653099885,0.364165383,-1.009409201,7,Free,"Correct, no change",2.498352431,-1.046,-1.464634167,3.388,2.342,,,0.0269,757,876,0.757,0.876,6
10,53,1,1.625,2.271,0.7627,0.4188,0,1,1.721,9.511,50,57,7,5,,,3.94,2.32,-7,left,right,-0.458330298,-2.635122748,0.364165383,-1.009409201,7,Free,Incorrect to correct,1.370064236,1.62,2.038549004,3.94,2.32,,,-0.3439,766,858,0.766,0.858,12
10,54,1,5.043,6.733,0.9902,1.0123,1,1,6.768,5.636,42,50,8,7,,,2.748,2.338,-8,right,right,0.719884538,0.634369851,0.859325508,-1.168324935,7,Free,"Correct, no change",2.498352431,0.41,0.448582148,2.338,2.748,,,0.0221,860,786,0.86,0.786,6
10,55,1,1.735,4.798,0.735,1.0183,1,1,3.278,6.581,50,42,8,5,,,1.864,2.052,8,left,left,-0.601787665,0.667422851,0.859325508,1.374326813,7,Free,"Correct, no change",1.370064236,-0.188,-0.337203124,1.864,2.052,,,0.2833,924,769,0.924,0.769,5
10,56,1,5.539,7.865,0.9878,1.0158,1,1,1.843,0.736,50,43,7,4,,,1.856,1.948,7,left,left,0.707455019,0.653650768,0.364165383,1.215411078,5,Free,"Correct, no change",0.805920139,-0.092,-0.211056993,1.856,1.948,,,0.028,1006,544,1.006,0.544,7
10,57,1,21.063,6.42,0.989,0.9448,0,1,3.073,1.646,57,50,7,3,,,1.948,1.837,7,right,left,0.713669778,0.2625236,0.364165383,1.215411078,5,Free,Incorrect to correct,0.241776042,0.111,0.055689512,1.837,1.948,,,-0.0442,946,729,0.946,0.729,5
10,58,1,27.525,14.46,0.96,0.9822,0,0,5.46,15.298,42,50,8,5,,,2.288,2.342,-8,left,left,0.563479755,0.468553967,0.859325508,-1.168324935,7,Free,"Incorrect, no change",1.370064236,-0.054,-0.16112415,2.288,2.342,,,0.0222,996,787,0.996,0.787,10
10,63,2,1.277,4.932,0.7015,0.7673,0,0,1.459,0.442,58,50,8,4,,,1.986,1.387,8,right,right,-0.775283036,-0.715294322,0.859325508,1.374326813,5,Free,"Incorrect, no change",0.805920139,0.599,0.696932343,1.387,1.986,,,0.0658,624,1116,0.624,1.116,6
10,65,2,2.554,1.424,0.9778,0.9523,1,1,0.895,1.138,50,41,9,3,,,1.21,1.22,9,left,left,0.655665356,0.30383985,1.354485633,1.533242547,5,Free,"Correct, no change",0.241776042,-0.01,-0.103307173,1.21,1.22,,,-0.0255,1137,548,1.137,0.548,2
10,67,2,2.845,1.936,0.5813,0.9865,1,1,2.714,1.069,58,50,8,5,,,2.078,2.195,8,left,left,-1.397794787,0.492241951,0.859325508,1.374326813,5,Free,"Correct, no change",1.370064236,-0.117,-0.243907548,2.078,2.195,,,0.4052,444,1287,0.444,1.287,5
10,68,2,2.859,2.896,0.9503,0.9295,0,0,5.536,3.031,57,50,7,5,,,1.519,2.61,7,right,right,0.513243782,0.178238449,0.364165383,1.215411078,5,Free,"Incorrect, no change",1.370064236,-1.091,-1.523765166,2.61,1.519,,,-0.0208,926,718,0.926,0.718,8
10,69,2,1.814,0.886,0.8942,0.9367,1,1,1.923,3.757,50,58,8,2,,,1.298,1.73,-8,right,right,0.222703772,0.217902049,0.859325508,-1.168324935,5,Free,"Correct, no change",-0.322368056,-0.432,-0.65782454,1.73,1.298,,,0.0425,1088,568,1.088,0.568,5
10,70,2,2.098,1.583,0.9918,0.8748,0,0,0.883,1.001,50,42,8,6,,,3.326,2.528,8,right,right,0.728170884,-0.123094736,0.859325508,1.374326813,7,Free,"Incorrect, no change",1.934208333,0.798,0.95842276,2.528,3.326,,,-0.117,932,782,0.932,0.782,9
10,72,2,1.023,2.803,0.8438,0.7912,0,1,1.937,2.647,41,50,9,4,,,2.176,2.058,-9,left,right,-0.03831613,-0.583633205,1.354485633,-1.327240669,5,Free,Incorrect to correct,0.805920139,0.118,0.064887667,2.176,2.058,,,-0.0526,658,992,0.658,0.992,7
10,73,2,1.455,5.237,0.9738,1.0148,1,1,1.419,1.333,60,50,10,5,,,2.974,2.074,10,left,left,0.63494949,0.648141935,1.849645759,1.692158281,7,Free,"Correct, no change",1.370064236,0.9,1.092453024,2.974,2.074,,,0.041,801,844,0.801,0.844,6
10,75,2,3.171,4.844,0.9843,1.0103,1,1,2.577,4.067,41,50,9,5,,,1.578,2.056,-9,right,right,0.689328637,0.623352185,1.354485633,-1.327240669,5,Free,"Correct, no change",1.370064236,-0.478,-0.718269561,2.056,1.578,,,0.026,914,685,0.914,0.685,6
10,76,2,4.151,3.735,0.6502,0.9915,1,1,0.398,10.471,41,50,9,5,,,1.758,2.086,-9,right,right,-1.040964008,0.519786117,1.354485633,-1.327240669,7,Free,"Correct, no change",1.370064236,-0.328,-0.521166231,2.086,1.758,,,0.3413,771,890,0.771,0.89,6
10,77,2,4.319,4.775,0.7808,0.7597,0,0,1.633,1.222,58,50,8,4,,,3.111,2.542,8,right,right,-0.364591008,-0.757161455,0.859325508,1.374326813,7,Free,"Incorrect, no change",0.805920139,0.569,0.657511677,2.542,3.111,,,-0.0211,942,748,0.942,0.748,9
10,80,2,6.425,19.449,0.5333,0.0928,1,0,2.828,22.187,50,59,9,7,,,3.141,3.272,-9,right,left,-1.64638517,-4.431002423,1.354485633,-1.327240669,7,Free,Correct to incorrect,2.498352431,-0.131,-0.262303859,3.272,3.141,,,-0.4405,720,964,0.72,0.964,8
10,81,2,1.127,2.151,0.9658,0.9202,1,1,1.835,0.358,50,41,9,5,,,2.368,2.244,9,left,left,0.59351776,0.127006299,1.354485633,1.533242547,7,Free,"Correct, no change",1.370064236,0.124,0.072771801,2.368,2.244,,,-0.0456,772,940,0.772,0.94,3
10,82,2,1.226,1.792,0.97,0.7857,0,1,4.767,0.687,58,50,8,2,,,1.074,3.467,8,right,left,0.615269418,-0.613931788,0.859325508,1.374326813,5,Free,Incorrect to correct,-0.322368056,-2.393,-3.234622063,3.467,1.074,,,-0.1843,952,752,0.952,0.752,3
10,84,3,1.339,2.147,0.9693,0.9888,1,1,10.268,6.462,40,50,10,5,,,1.374,2.404,-10,right,right,0.611644142,0.504912267,1.849645759,-1.486156403,7,Free,"Correct, no change",1.370064236,-1.03,-1.443609812,2.404,1.374,,,0.0195,690,978,0.69,0.978,6
10,87,3,1.931,2.227,0.9785,0.8295,1,1,4.531,0.829,50,59,9,6,,,2.482,2.748,-9,right,right,0.659290632,-0.372644887,1.354485633,-1.327240669,7,Free,"Correct, no change",1.934208333,-0.266,-0.439696855,2.748,2.482,,,-0.149,916,744,0.916,0.744,8
10,89,3,2.146,1.466,0.7008,1.0155,0,1,0.904,2.003,42,50,8,4,,,1.904,2.798,-8,left,right,-0.778908313,0.651998118,0.859325508,-1.168324935,7,Free,Incorrect to correct,0.805920139,-0.894,-1.264902794,1.904,2.798,,,0.3147,627,1042,0.627,1.042,4
10,90,3,1.36,1.68,0.9792,0.9962,1,1,2.84,1.804,50,59,9,4,,,1.301,1.786,-9,right,right,0.662915908,0.545677634,1.354485633,-1.327240669,7,Free,"Correct, no change",0.805920139,-0.485,-0.727467716,1.786,1.301,,,0.017,704,988,0.704,0.988,1
10,91,3,1.394,1.758,0.8207,0.6692,1,1,1.279,0.921,50,41,9,5,,,1.916,1.979,9,left,left,-0.157950252,-1.255710875,1.354485633,1.533242547,5,Free,"Correct, no change",1.370064236,-0.063,-0.17295035,1.916,1.979,,,-0.1515,812,837,0.812,0.837,6
10,93,3,2.381,1.424,0.6428,1.0067,1,1,1.148,2.54,50,59,9,5,,,2.028,2.086,-9,right,right,-1.079288359,0.603520384,1.354485633,-1.327240669,5,Free,"Correct, no change",1.370064236,-0.058,-0.166380239,2.086,2.028,,,0.3639,829,880,0.829,0.88,9
10,95,3,1.103,1.842,0.9917,1.008,1,1,2.04,0.779,50,58,8,4,,,1.38,2.326,-8,right,right,0.727652987,0.610681868,0.859325508,-1.168324935,5,Free,"Correct, no change",0.805920139,-0.946,-1.333231948,2.326,1.38,,,0.0163,716,870,0.716,0.87,5
10,96,3,1.435,1.546,0.9707,0.8903,1,1,1.957,0.393,50,58,8,4,,,1.778,1.523,-8,right,right,0.618894695,-0.037707819,0.859325508,-1.168324935,7,Free,"Correct, no change",0.805920139,0.255,0.244908708,1.523,1.778,,,-0.0804,934,780,0.934,0.78,5
10,97,3,3.131,1.135,0.984,1.0065,1,1,1.127,1.148,43,50,7,5,,,2.558,2.566,-7,right,right,0.687774947,0.602418618,0.364165383,-1.009409201,7,Free,"Correct, no change",1.370064236,-0.008,-0.100679129,2.566,2.558,,,0.0225,948,774,0.948,0.774,10
10,98,3,1.049,0.714,0.698,0.6292,0,0,0.709,1.312,43,50,7,5,,,2.392,1.852,-7,left,left,-0.793409418,-1.476064209,0.364165383,-1.009409201,7,Free,"Incorrect, no change",1.370064236,0.54,0.619405034,2.392,1.852,,,-0.0688,668,828,0.668,0.828,7
10,99,3,1.634,1.799,0.7785,1.0073,1,1,1.514,0.953,50,42,8,4,,,1.982,1.19,8,left,left,-0.37650263,0.606825685,0.859325508,1.374326813,5,Free,"Correct, no change",0.805920139,0.792,0.950538627,1.982,1.19,,,0.2288,957,700,0.957,0.7,5
10,101,3,1.534,1.989,0.9502,0.6563,1,1,0.604,1.045,50,43,7,7,,,2.868,3.442,7,left,left,0.512725885,-1.326774825,0.364165383,1.215411078,7,Free,"Correct, no change",2.498352431,-0.574,-0.844415691,2.868,3.442,,,-0.2939,692,939,0.692,0.939,11
10,103,3,1.76,1.39,0.9803,1.0135,1,1,0.834,1.223,50,42,8,6,,,2.179,1.206,8,left,left,0.668612771,0.640980451,0.859325508,1.374326813,5,Free,"Correct, no change",1.934208333,0.973,1.188376644,2.179,1.206,,,0.0332,799,868,0.799,0.868,5
10,104,3,1.344,1.255,0.569,1.0107,1,1,1.972,1.496,42,50,8,6,,,2.218,1.934,-8,right,right,-1.461496072,0.625555718,0.859325508,-1.168324935,5,Free,"Correct, no change",1.934208333,0.284,0.283015352,1.934,2.218,,,0.4417,688,964,0.688,0.964,5
10,105,4,1.079,1.721,0.9868,1.005,1,1,3.017,0.695,50,57,7,7,,,1.922,2.26,-7,right,right,0.702276052,0.594155368,0.364165383,-1.009409201,5,Free,"Correct, no change",2.498352431,-0.338,-0.534306453,2.26,1.922,,,0.0182,924,730,0.924,0.73,8
10,109,4,1.874,1.578,0.954,0.9778,1,1,1.722,4.583,43,50,7,6,,,1.492,2,-7,right,right,0.532405957,0.4443151,0.364165383,-1.009409201,5,Free,"Correct, no change",1.934208333,-0.508,-0.757690226,2,1.492,,,0.0238,778,938,0.778,0.938,3
10,110,4,1.478,1.721,0.5352,0.9995,1,1,1.549,1.047,43,50,7,4,,,2.494,1.778,-7,right,right,-1.636545134,0.563856784,0.364165383,-1.009409201,7,Free,"Correct, no change",0.805920139,0.716,0.85067294,1.778,2.494,,,0.4643,733,982,0.733,0.982,3
10,111,4,1.567,1.306,0.956,0.9845,1,1,0.815,0.994,50,56,6,3,,,0.872,1.118,-6,right,right,0.54276389,0.481224284,-0.130994742,-0.850493467,5,Free,"Correct, no change",0.241776042,-0.246,-0.413416411,1.118,0.872,,,0.0285,862,808,0.862,0.808,3
10,114,4,1.074,1.449,0.861,1.0007,1,1,1.716,1.346,50,44,6,4,,,1.75,1.056,6,left,left,0.05076209,0.570467384,-0.130994742,1.056495344,5,Free,"Correct, no change",0.805920139,0.694,0.821764452,1.75,1.056,,,0.1397,712,914,0.712,0.914,5
10,115,4,1.488,1.472,0.9408,1.0017,1,1,1.319,0.518,50,56,6,5,,,1.572,1.533,-6,right,right,0.464043602,0.575976218,-0.130994742,-0.850493467,5,Free,"Correct, no change",1.370064236,0.039,-0.038920086,1.533,1.572,,,0.0609,789,800,0.789,0.8,1
10,117,4,1.403,1.382,0.961,0.9758,1,1,1.898,1.349,50,55,5,8,,,3.199,2.914,-5,right,right,0.568658722,0.433297434,-0.626154867,-0.691577732,7,Free,"Correct, no change",3.062496528,0.285,0.284329374,2.914,3.199,,,0.0148,618,1024,0.618,1.024,6
10,118,4,1.554,3.345,0.8163,0.8365,1,1,1.583,0.492,50,54,4,9,,,3.094,2.737,-4,right,right,-0.180737704,-0.334083053,-1.121314992,-0.532661998,7,Free,"Correct, no change",3.626640625,0.357,0.378938972,2.737,3.094,,,0.0202,744,909,0.744,0.909,9
10,119,4,1.954,2.621,0.486,0.9905,1,1,1.557,0.582,50,46,4,5,,,1.736,1.366,4,left,left,-1.891350276,0.514277284,-1.121314992,0.738663876,7,Free,"Correct, no change",1.370064236,0.37,0.39602126,1.736,1.366,,,0.5045,862,810,0.862,0.81,4
