subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1,Session,gaze_L_bin3,gaze_R_bin3,trial_og
7,332,1453.0,0,5.3,5.0,0.75,0.25,Free,0.75,0.25,141
7,333,1960.0,1,4.7,5.0,0.75,0.25,Free,0.75,0.25,143
7,334,1730.9999999999998,1,5.0,5.5,0.75,0.25,Free,0.75,0.25,146
7,335,2657.0,1,5.0,4.6,0.5,0.5,Free,0.5,0.5,147
7,336,1524.0,0,5.0,4.6,0.5,0.5,Free,0.5,0.5,148
7,337,1310.0,0,5.5,5.0,0.25,0.75,Free,0.25,0.75,150
7,338,2490.0,1,5.0,5.5,0.25,0.75,Free,0.25,0.75,152
7,339,2424.0,1,5.5,5.0,0.25,0.75,Free,0.25,0.75,153
7,340,1930.0,1,5.0,5.4,0.75,0.25,Free,0.75,0.25,154
7,341,1925.0,1,4.7,5.0,0.5,0.5,Free,0.5,0.5,156
7,342,1636.9999999999998,1,4.6,5.0,0.5,0.5,Free,0.5,0.5,159
7,343,1383.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,160
7,344,1725.0,1,5.0,5.4,0.75,0.25,Free,0.75,0.25,162
7,345,1369.0,1,4.6,5.0,0.5,0.5,Free,0.5,0.5,163
7,346,1910.0,0,5.3,5.0,0.5,0.5,Free,0.5,0.5,164
7,347,2776.0000000000005,1,5.4,5.0,0.75,0.25,Free,0.75,0.25,165
7,348,1560.0,1,5.5,5.0,0.25,0.75,Free,0.25,0.75,166
7,349,3667.0,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,167
7,350,3690.0,1,5.6,5.0,0.75,0.25,Free,0.75,0.25,170
7,351,1516.0,1,5.0,5.7,0.5,0.5,Free,0.5,0.5,171
7,352,2423.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,172
7,353,1712.0,0,5.0,4.4,0.5,0.5,Free,0.5,0.5,174
7,354,1339.0,1,4.3,5.0,0.75,0.25,Free,0.75,0.25,176
7,355,1922.0,0,5.0,4.2,0.25,0.75,Free,0.25,0.75,178
7,356,1680.0,1,5.0,5.7,0.5,0.5,Free,0.5,0.5,179
7,357,1486.9999999999998,0,5.7,5.0,0.75,0.25,Free,0.75,0.25,180
7,358,1460.0,1,5.0,5.6,0.5,0.5,Free,0.5,0.5,181
7,359,2432.0,0,4.5,5.0,0.75,0.25,Free,0.75,0.25,183
7,360,1492.0,1,4.5,5.0,0.75,0.25,Free,0.75,0.25,184
7,361,1636.9999999999998,1,5.4,5.0,0.5,0.5,Free,0.5,0.5,186
7,362,1419.0,1,4.7,5.0,0.75,0.25,Free,0.75,0.25,188
7,363,1406.0,1,5.0,5.4,0.5,0.5,Free,0.5,0.5,189
7,364,2040.0,1,5.4,5.0,0.75,0.25,Free,0.75,0.25,190
7,365,1234.0,1,5.3,5.0,0.75,0.25,Free,0.75,0.25,191
7,366,1423.0,1,5.0,4.6,0.5,0.5,Free,0.5,0.5,192
7,367,1662.0,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,196
7,368,1909.0,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,197
7,369,1546.0,1,5.6,5.0,0.5,0.5,Free,0.5,0.5,198
7,370,1472.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,200
7,371,1373.0000000000002,1,4.4,5.0,0.5,0.5,Free,0.5,0.5,202
7,372,3702.0,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,203
7,373,1601.9999999999998,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,205
7,374,1504.0,0,5.7,5.0,0.25,0.75,Free,0.25,0.75,206
7,375,1475.0,0,5.6,5.0,0.25,0.75,Free,0.25,0.75,207
7,376,2581.0000000000005,1,5.0,5.7,0.75,0.25,Free,0.75,0.25,209
7,377,1497.0,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,210
9,378,1849.0,1,5.0,4.3,0.5,0.5,Free,0.5,0.5,23
9,379,1526.0,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,24
9,380,1553.0000000000002,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,25
9,381,1415.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,26
9,382,1178.0,0,5.7,5.0,0.75,0.25,Free,0.75,0.25,27
9,383,2120.0,1,5.6,5.0,0.5,0.5,Free,0.5,0.5,28
9,384,2181.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,30
9,385,3282.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,33
9,386,4524.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,34
9,387,3093.0,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,35
9,388,2828.0000000000005,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,39
9,389,2543.0,0,5.0,5.5,0.5,0.5,Free,0.5,0.5,40
9,390,3199.0,0,5.0,4.4,0.5,0.5,Free,0.5,0.5,41
9,391,4038.0000000000005,0,5.6,5.0,0.5,0.5,Free,0.5,0.5,42
9,392,3558.9999999999995,1,5.0,4.4,0.25,0.75,Free,0.25,0.75,44
9,393,1938.0000000000002,0,5.0,5.7,0.5,0.5,Free,0.5,0.5,45
9,394,4138.0,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,46
9,395,1527.0,0,5.0,4.2,0.75,0.25,Free,0.75,0.25,47
9,396,1386.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,49
9,397,1880.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,50
9,398,2125.0,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,53
9,399,2619.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,55
9,400,5234.0,0,4.3,5.0,0.5,0.5,Free,0.5,0.5,56
9,401,1651.0,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,57
9,402,1404.0000000000002,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,58
9,403,5421.0,1,4.3,5.0,0.75,0.25,Free,0.75,0.25,59
9,404,1200.0,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,61
9,405,1617.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,63
9,406,1504.0,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,66
9,407,2163.0000000000005,1,5.7,5.0,0.5,0.5,Free,0.5,0.5,67
9,408,1751.9999999999998,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,68
9,409,3515.0,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,69
9,410,2776.9999999999995,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,70
9,411,1383.0,1,5.0,5.5,0.25,0.75,Free,0.25,0.75,71
9,412,4189.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,72
9,413,3685.0,1,5.0,5.4,0.5,0.5,Free,0.5,0.5,73
9,414,4284.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,74
9,415,1559.0000000000002,1,5.0,5.5,0.5,0.5,Free,0.5,0.5,77
9,416,1091.0,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,79
9,417,1470.0,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,81
9,418,2683.9999999999995,1,4.6,5.0,0.25,0.75,Free,0.25,0.75,83
9,419,2187.0,0,5.0,5.4,0.25,0.75,Free,0.25,0.75,84
9,420,2452.0,1,5.0,5.5,0.5,0.5,Free,0.5,0.5,85
9,421,1520.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,86
9,422,1650.0,1,5.5,5.0,0.25,0.75,Free,0.25,0.75,88
9,423,1678.0000000000002,0,5.0,5.4,0.5,0.5,Free,0.5,0.5,94
9,424,4751.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,95
9,425,2870.0,1,5.0,5.5,0.5,0.5,Free,0.5,0.5,96
9,426,2185.0,1,4.6,5.0,0.5,0.5,Free,0.5,0.5,97
9,427,3120.0,1,5.0,5.4,0.5,0.5,Free,0.5,0.5,98
9,428,1886.9999999999998,0,5.0,4.5,0.5,0.5,Free,0.5,0.5,99
9,429,1484.0,1,5.5,5.0,0.25,0.75,Free,0.25,0.75,100
9,430,3041.0000000000005,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,101
9,431,2569.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,103
9,432,4650.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,104
9,433,1823.0000000000002,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,105
9,434,1285.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,106
9,435,6161.000000000001,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,108
9,436,3038.9999999999995,1,4.6,5.0,0.5,0.5,Free,0.5,0.5,109
9,437,1730.9999999999998,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,110
9,438,2037.0,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,112
9,439,2253.0,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,113
9,440,1480.9999999999998,0,5.0,4.7,0.75,0.25,Free,0.75,0.25,114
9,441,2619.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,116
9,442,2869.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,117
9,443,1410.0,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,118
9,444,1603.0000000000002,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,119
9,445,2626.0000000000005,0,5.2,5.0,0.75,0.25,Free,0.75,0.25,121
9,446,1746.0,1,5.1,5.0,0.25,0.75,Free,0.25,0.75,122
9,447,5911.000000000001,0,5.0,5.2,0.75,0.25,Free,0.75,0.25,126
9,448,1936.9999999999998,0,5.3,5.0,0.75,0.25,Free,0.75,0.25,127
9,449,2806.0,0,5.0,4.8,0.5,0.5,Free,0.5,0.5,129
9,450,2515.0,0,5.0,5.2,0.75,0.25,Free,0.75,0.25,130
9,451,1990.9999999999998,0,5.0,4.7,0.75,0.25,Free,0.75,0.25,131
9,452,1933.0,0,5.3,5.0,0.75,0.25,Free,0.75,0.25,132
9,453,1558.0,0,5.3,5.0,0.75,0.25,Free,0.75,0.25,134
9,454,1398.0000000000002,0,5.3,5.0,0.5,0.5,Free,0.5,0.5,135
9,455,1266.0,1,4.8,5.0,0.5,0.5,Free,0.5,0.5,137
9,456,1444.0,1,5.1,5.0,0.5,0.5,Free,0.5,0.5,139
9,457,4857.0,0,5.0,4.8,0.5,0.5,Free,0.5,0.5,141
9,458,1429.0,1,5.1,5.0,0.25,0.75,Free,0.25,0.75,142
9,459,3691.0000000000005,0,5.0,5.2,0.75,0.25,Free,0.75,0.25,143
9,460,1289.0000000000002,1,5.3,5.0,0.5,0.5,Free,0.5,0.5,144
9,461,1216.0,1,5.0,5.5,0.25,0.75,Free,0.25,0.75,147
9,462,2558.0000000000005,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,149
9,463,1886.0,0,4.7,5.0,0.5,0.5,Free,0.5,0.5,150
9,464,2201.0,0,5.4,5.0,0.5,0.5,Free,0.5,0.5,151
9,465,2153.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,153
9,466,2302.0,0,5.0,5.5,0.75,0.25,Free,0.75,0.25,154
9,467,1142.0000000000002,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,156
9,468,3085.0,1,5.0,5.5,0.25,0.75,Free,0.25,0.75,158
9,469,2084.0,0,4.6,5.0,0.75,0.25,Free,0.75,0.25,159
9,470,1306.0,1,5.5,5.0,0.5,0.5,Free,0.5,0.5,160
9,471,2753.0,0,5.8,5.0,0.75,0.25,Free,0.75,0.25,163
9,472,3170.0,1,5.7,5.0,0.25,0.75,Free,0.25,0.75,165
9,473,1643.0,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,166
9,474,1460.9999999999998,0,5.0,4.2,0.75,0.25,Free,0.75,0.25,167
9,475,2747.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,168
9,476,4096.999999999999,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,169
9,477,1458.0000000000002,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,170
9,478,1651.0,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,171
9,479,5182.0,1,5.0,4.5,0.5,0.5,Free,0.5,0.5,172
9,480,1753.0,1,5.0,5.6,0.5,0.5,Free,0.5,0.5,173
9,481,4285.0,0,5.0,4.4,0.5,0.5,Free,0.5,0.5,177
9,482,938.0,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,182
9,483,1351.9999999999998,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,183
9,484,1321.9999999999998,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,184
9,485,4261.0,0,5.0,4.3,0.5,0.5,Free,0.5,0.5,185
9,486,1672.0,1,5.0,5.7,0.5,0.5,Free,0.5,0.5,186
9,487,2305.0,0,5.0,4.2,0.5,0.5,Free,0.5,0.5,187
9,488,1475.0,1,5.0,5.8,0.5,0.5,Free,0.5,0.5,188
9,489,3744.0,0,5.0,5.7,0.5,0.5,Free,0.5,0.5,189
9,490,1114.0,0,5.0,4.2,0.75,0.25,Free,0.75,0.25,190
9,491,3068.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,192
9,492,1167.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,193
9,493,3248.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,195
9,494,2586.0000000000005,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,197
9,495,2181.0,1,5.5,5.0,0.25,0.75,Free,0.25,0.75,200
9,496,1935.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,201
9,497,1624.0,1,5.0,4.4,0.25,0.75,Free,0.25,0.75,202
9,498,1857.0,1,4.4,5.0,0.5,0.5,Free,0.5,0.5,205
9,499,8198.0,0,5.7,5.0,0.75,0.25,Free,0.75,0.25,206
9,500,4796.0,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,207
9,501,1172.0,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,208
9,502,2493.0000000000005,1,5.0,4.4,0.5,0.5,Free,0.5,0.5,209
9,503,862.0,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,210
10,504,1032.0,1,5.0,5.9,0.25,0.75,Free,0.25,0.75,22
10,505,2943.0,0,5.8,5.0,0.5,0.5,Free,0.5,0.5,23
10,506,7467.000000000001,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,26
10,507,4566.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,27
10,508,1773.0000000000002,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,28
10,509,2100.0,0,5.0,4.5,0.25,0.75,Free,0.25,0.75,29
10,510,1868.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,32
10,511,2700.0,0,5.0,5.8,0.25,0.75,Free,0.25,0.75,33
10,512,1986.9999999999998,0,5.9,5.0,0.5,0.5,Free,0.5,0.5,35
10,513,10571.0,0,5.8,5.0,0.75,0.25,Free,0.75,0.25,36
10,514,1537.0,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,37
10,515,1696.9999999999998,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,38
10,516,1500.0,1,5.0,5.6,0.75,0.25,Free,0.75,0.25,39
10,517,1954.0,0,5.6,5.0,0.25,0.75,Free,0.25,0.75,40
10,518,1410.0,1,5.0,5.8,0.5,0.5,Free,0.5,0.5,43
10,519,3481.0000000000005,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,45
10,520,996.0,1,5.8,5.0,0.75,0.25,Free,0.75,0.25,47
10,521,1700.0,1,5.0,5.9,0.5,0.5,Free,0.5,0.5,48
10,522,3194.0,1,5.0,5.9,0.25,0.75,Free,0.25,0.75,49
10,523,1970.9999999999998,0,5.8,5.0,0.75,0.25,Free,0.75,0.25,51
10,524,1022.9999999999999,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,52
10,525,2271.0,1,5.0,5.7,0.75,0.25,Free,0.75,0.25,53
10,526,6733.0,1,4.2,5.0,0.75,0.25,Free,0.75,0.25,54
10,527,4798.0,0,5.0,4.2,0.5,0.5,Free,0.5,0.5,55
10,528,7865.0,0,5.0,4.3,0.5,0.5,Free,0.5,0.5,56
10,529,6420.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,57
10,530,14460.0,0,4.2,5.0,0.5,0.5,Free,0.5,0.5,58
10,531,4931.999999999999,1,5.8,5.0,0.75,0.25,Free,0.75,0.25,63
10,532,1424.0000000000002,0,5.0,4.1,0.5,0.5,Free,0.5,0.5,65
10,533,1936.0,0,5.8,5.0,0.5,0.5,Free,0.5,0.5,67
10,534,2896.0000000000005,1,5.7,5.0,0.25,0.75,Free,0.25,0.75,68
10,535,885.9999999999999,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,69
10,536,1583.0000000000002,1,5.0,4.2,0.75,0.25,Free,0.75,0.25,70
10,537,2803.0,1,4.1,5.0,0.5,0.5,Free,0.5,0.5,72
10,538,5237.0,0,6.0,5.0,0.75,0.25,Free,0.75,0.25,73
10,539,4843.999999999999,1,4.1,5.0,0.25,0.75,Free,0.25,0.75,75
10,540,3735.0,1,4.1,5.0,0.25,0.75,Free,0.25,0.75,76
10,541,4775.0,1,5.8,5.0,0.75,0.25,Free,0.75,0.25,77
10,542,19449.0,0,5.0,5.9,0.5,0.5,Free,0.5,0.5,80
10,543,2151.0,0,5.0,4.1,0.5,0.5,Free,0.5,0.5,81
10,544,1791.9999999999998,0,5.8,5.0,0.25,0.75,Free,0.25,0.75,82
10,545,2147.0,1,4.0,5.0,0.25,0.75,Free,0.25,0.75,84
10,546,2227.0,1,5.0,5.9,0.25,0.75,Free,0.25,0.75,87
10,547,1466.0,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,89
10,548,1680.0,1,5.0,5.9,0.25,0.75,Free,0.25,0.75,90
10,549,1758.0,0,5.0,4.1,0.5,0.5,Free,0.5,0.5,91
10,550,1424.0000000000002,1,5.0,5.9,0.5,0.5,Free,0.5,0.5,93
10,551,1841.9999999999998,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,95
10,552,1546.0,1,5.0,5.8,0.75,0.25,Free,0.75,0.25,96
10,553,1135.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,97
10,554,714.0000000000001,0,4.3,5.0,0.75,0.25,Free,0.75,0.25,98
10,555,1799.0000000000002,0,5.0,4.2,0.75,0.25,Free,0.75,0.25,99
10,556,1989.0,0,5.0,4.3,0.25,0.75,Free,0.25,0.75,101
10,557,1390.0,0,5.0,4.2,0.75,0.25,Free,0.75,0.25,103
10,558,1255.0,1,4.2,5.0,0.5,0.5,Free,0.5,0.5,104
10,559,1720.9999999999998,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,105
10,560,1578.0,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,109
10,561,1720.9999999999998,1,4.3,5.0,0.75,0.25,Free,0.75,0.25,110
10,562,1306.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,111
10,563,1449.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,114
10,564,1472.0,1,5.0,5.6,0.5,0.5,Free,0.5,0.5,115
10,565,1382.0,1,5.0,5.5,0.5,0.5,Free,0.5,0.5,117
10,566,3345.0,1,5.0,5.4,0.5,0.5,Free,0.5,0.5,118
10,567,2621.0000000000005,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,119
10,568,1101.0,0,5.4,5.0,0.25,0.75,Free,0.25,0.75,121
10,569,1325.0,1,5.0,5.4,0.75,0.25,Free,0.75,0.25,122
10,570,2205.0,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,123
10,571,737.0,0,5.0,4.7,0.75,0.25,Free,0.75,0.25,124
10,572,2182.0,0,5.0,5.2,0.5,0.5,Free,0.5,0.5,125
10,573,1142.0000000000002,1,5.0,5.3,0.75,0.25,Free,0.75,0.25,126
10,574,1564.0,0,5.2,5.0,0.75,0.25,Free,0.75,0.25,128
10,575,1177.0,0,5.3,5.0,0.5,0.5,Free,0.5,0.5,130
10,576,1355.0,1,5.0,4.7,0.25,0.75,Free,0.25,0.75,131
10,577,3383.0,1,4.6,5.0,0.25,0.75,Free,0.25,0.75,132
10,578,2525.0,1,4.6,5.0,0.75,0.25,Free,0.75,0.25,133
10,579,1567.0,1,4.7,5.0,0.5,0.5,Free,0.5,0.5,134
10,580,5986.000000000001,1,5.0,4.7,0.75,0.25,Free,0.75,0.25,135
10,581,1398.0000000000002,1,4.6,5.0,0.25,0.75,Free,0.25,0.75,136
10,582,2406.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,138
10,583,1029.0000000000002,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,140
10,584,680.0,1,4.6,5.0,0.25,0.75,Free,0.25,0.75,141
10,585,5034.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,145
10,586,5337.999999999999,0,5.0,5.5,0.25,0.75,Free,0.25,0.75,146
10,587,1933.0,0,5.6,5.0,0.5,0.5,Free,0.5,0.5,147
10,588,1825.9999999999998,1,5.6,5.0,0.75,0.25,Free,0.75,0.25,148
10,589,1581.0,1,5.0,5.7,0.5,0.5,Free,0.5,0.5,149
10,590,1375.0,1,5.7,5.0,0.25,0.75,Free,0.25,0.75,150
10,591,1745.0,0,5.7,5.0,0.75,0.25,Free,0.75,0.25,152
10,592,1403.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,155
10,593,2078.0000000000005,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,157
10,594,1364.0,0,5.0,5.4,0.25,0.75,Free,0.25,0.75,158
10,595,1883.0,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,161
10,596,1406.9999999999998,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,162
10,597,1024.0,0,4.5,5.0,0.5,0.5,Free,0.5,0.5,164
10,598,3278.0,1,5.0,4.4,0.25,0.75,Free,0.25,0.75,165
10,599,2354.0,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,166
10,600,1175.0,0,5.7,5.0,0.75,0.25,Free,0.75,0.25,167
10,601,1545.0,1,4.4,5.0,0.5,0.5,Free,0.5,0.5,168
10,602,900.9999999999999,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,169
10,603,1705.0,1,5.0,5.5,0.75,0.25,Free,0.75,0.25,171
10,604,1988.0000000000002,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,172
10,605,945.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,174
10,606,749.0000000000001,1,5.0,5.6,0.5,0.5,Free,0.5,0.5,175
10,607,4471.0,0,4.5,5.0,0.25,0.75,Free,0.25,0.75,176
10,608,2105.0,0,5.4,5.0,0.5,0.5,Free,0.5,0.5,178
10,609,1396.0,1,5.0,4.6,0.5,0.5,Free,0.5,0.5,179
10,610,1565.0,1,5.0,5.5,0.75,0.25,Free,0.75,0.25,181
10,611,1392.0,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,182
10,612,2235.0,1,5.0,5.3,0.75,0.25,Free,0.75,0.25,184
10,613,2515.0,1,5.3,5.0,0.75,0.25,Free,0.75,0.25,185
10,614,1361.0,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,187
10,615,833.0,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,188
10,616,900.9999999999999,0,5.3,5.0,0.75,0.25,Free,0.75,0.25,190
10,617,10356.0,0,4.6,5.0,0.5,0.5,Free,0.5,0.5,191
10,618,942.0000000000001,1,5.0,5.5,0.5,0.5,Free,0.5,0.5,192
10,619,1029.0000000000002,1,5.5,5.0,0.5,0.5,Free,0.5,0.5,193
10,620,1544.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,194
10,621,1634.0000000000002,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,195
10,622,2077.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,196
10,623,1690.0,0,5.0,5.6,0.5,0.5,Free,0.5,0.5,198
10,624,1413.0,1,4.4,5.0,0.75,0.25,Free,0.75,0.25,201
10,625,1681.0,1,5.0,5.6,0.5,0.5,Free,0.5,0.5,202
10,626,2116.0,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,206
10,627,1670.0,1,5.0,5.5,0.75,0.25,Free,0.75,0.25,207
10,628,1510.0,1,5.0,4.5,0.5,0.5,Free,0.5,0.5,208
10,629,1238.0,1,5.4,5.0,0.5,0.5,Free,0.5,0.5,209
11,630,1134.0000000000002,0,5.0,3.9,0.75,0.25,Free,0.75,0.25,22
11,631,1440.0,0,5.0,4.1,0.25,0.75,Free,0.25,0.75,25
11,632,1672.0,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,27
11,633,1900.0,1,5.0,5.7,0.5,0.5,Free,0.5,0.5,29
11,634,1986.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,30
11,635,1906.9999999999998,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,32
11,636,1408.0000000000002,1,5.8,5.0,0.75,0.25,Free,0.75,0.25,33
11,637,1696.9999999999998,0,5.0,4.3,0.5,0.5,Free,0.5,0.5,35
11,638,1294.0,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,36
11,639,1799.0000000000002,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,37
11,640,1835.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,39
11,641,1349.0,0,5.0,4.2,0.75,0.25,Free,0.75,0.25,40
11,642,1749.0,1,4.2,5.0,0.75,0.25,Free,0.75,0.25,41
11,643,1381.0,0,5.9,5.0,0.25,0.75,Free,0.25,0.75,42
11,644,1309.0000000000002,1,5.0,4.1,0.25,0.75,Free,0.25,0.75,43
11,645,1405.0,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,45
11,646,1440.9999999999998,0,5.7,5.0,0.75,0.25,Free,0.75,0.25,46
11,647,959.0000000000001,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,48
11,648,1390.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,50
11,649,1230.0,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,51
11,650,1710.9999999999998,1,4.2,5.0,0.5,0.5,Free,0.5,0.5,52
11,651,1057.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,53
11,652,1903.0,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,54
11,653,2813.9999999999995,1,4.2,5.0,0.5,0.5,Free,0.5,0.5,57
11,654,1170.0,1,5.8,5.0,0.25,0.75,Free,0.25,0.75,58
11,655,1244.0,1,5.0,5.7,0.5,0.5,Free,0.5,0.5,59
11,656,1936.9999999999998,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,60
11,657,1080.0,1,5.0,5.5,0.5,0.5,Free,0.5,0.5,63
11,658,1430.0,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,64
11,659,1264.0,1,5.0,5.4,0.75,0.25,Free,0.75,0.25,65
11,660,1289.0000000000002,1,5.0,5.4,0.75,0.25,Free,0.75,0.25,66
11,661,1232.0,1,4.7,5.0,0.75,0.25,Free,0.75,0.25,67
11,662,2900.0,0,5.3,5.0,0.5,0.5,Free,0.5,0.5,68
11,663,2377.0,1,4.5,5.0,0.25,0.75,Free,0.25,0.75,70
11,664,1350.0,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,73
11,665,1048.0,0,5.0,4.6,0.5,0.5,Free,0.5,0.5,75
11,666,1517.0,1,5.0,5.4,0.75,0.25,Free,0.75,0.25,76
11,667,725.0,1,5.0,4.8,0.5,0.5,Free,0.5,0.5,79
11,668,2828.9999999999995,1,5.0,5.3,0.75,0.25,Free,0.75,0.25,80
11,669,1232.9999999999998,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,81
11,670,2690.0,0,5.0,5.4,0.75,0.25,Free,0.75,0.25,82
