subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1,Session,gaze_L_bin3,gaze_R_bin3,trial_og
11,671,1649.0,0,5.4,5.0,0.5,0.5,Free,0.5,0.5,84
11,672,1605.9999999999998,0,5.4,5.0,0.25,0.75,Free,0.25,0.75,85
11,673,1530.0,1,5.0,5.3,0.75,0.25,Free,0.75,0.25,87
11,674,2126.0,0,5.0,5.2,0.75,0.25,Free,0.75,0.25,88
11,675,1565.9999999999998,0,5.0,5.2,0.25,0.75,Free,0.25,0.75,89
11,676,1646.0,0,5.0,5.3,0.25,0.75,Free,0.25,0.75,90
11,677,1574.0,0,5.4,5.0,0.25,0.75,Free,0.25,0.75,92
11,678,1219.0,0,5.0,4.7,0.75,0.25,Free,0.75,0.25,93
11,679,1402.0,0,5.0,4.7,0.5,0.5,Free,0.5,0.5,94
11,680,1666.9999999999998,1,4.8,5.0,0.25,0.75,Free,0.25,0.75,95
11,681,1217.0,1,5.1,5.0,0.5,0.5,Free,0.5,0.5,97
11,682,1284.0,1,5.0,5.0,0.5,0.5,Free,0.5,0.5,99
11,683,1476.0,0,5.1,5.0,0.5,0.5,Free,0.5,0.5,101
11,684,1524.0,0,5.0,5.1,0.25,0.75,Free,0.25,0.75,104
11,685,2465.9999999999995,1,4.9,5.0,0.75,0.25,Free,0.75,0.25,105
11,686,1161.0,0,5.0,5.2,0.75,0.25,Free,0.75,0.25,106
11,687,1335.0,1,5.0,4.8,0.5,0.5,Free,0.5,0.5,107
11,688,1278.0,1,5.0,4.7,0.25,0.75,Free,0.25,0.75,108
11,689,3668.0,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,111
11,690,1246.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,114
11,691,1313.0000000000002,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,115
11,692,1452.0,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,116
11,693,1600.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,118
11,694,1735.0,0,5.7,5.0,0.75,0.25,Free,0.75,0.25,119
11,695,1122.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,121
11,696,1423.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,122
11,697,1392.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,123
11,698,1289.0000000000002,1,5.0,5.6,0.5,0.5,Free,0.5,0.5,124
11,699,1082.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,126
11,700,1372.0,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,127
11,701,1370.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,128
11,702,1424.0000000000002,1,5.0,4.5,0.25,0.75,Free,0.25,0.75,129
11,703,1052.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,130
11,704,1068.0,1,5.5,5.0,0.5,0.5,Free,0.5,0.5,133
11,705,1732.0,0,5.3,5.0,0.5,0.5,Free,0.5,0.5,136
11,706,1289.0000000000002,0,5.0,5.4,0.25,0.75,Free,0.25,0.75,137
11,707,1570.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,138
11,708,1527.0,1,5.4,5.0,0.75,0.25,Free,0.75,0.25,140
11,709,1808.0,1,5.0,5.5,0.25,0.75,Free,0.25,0.75,142
11,710,1325.0,0,5.0,4.4,0.5,0.5,Free,0.5,0.5,143
11,711,1219.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,144
11,712,1056.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,145
11,713,1361.0,1,4.4,5.0,0.75,0.25,Free,0.75,0.25,147
11,714,1143.0,1,5.5,5.0,0.5,0.5,Free,0.5,0.5,149
11,715,1206.0,0,5.5,5.0,0.25,0.75,Free,0.25,0.75,150
11,716,1626.0,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,151
11,717,1404.0000000000002,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,153
11,718,1168.0,1,4.4,5.0,0.75,0.25,Free,0.75,0.25,154
11,719,2306.0,1,5.0,4.5,0.25,0.75,Free,0.25,0.75,155
11,720,1394.0000000000002,0,5.0,4.4,0.5,0.5,Free,0.5,0.5,156
11,721,1456.9999999999998,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,157
11,722,1638.0000000000002,1,5.0,5.5,0.25,0.75,Free,0.25,0.75,158
11,723,1315.9999999999998,1,5.0,5.5,0.25,0.75,Free,0.25,0.75,159
11,724,2804.0,0,5.4,5.0,0.25,0.75,Free,0.25,0.75,160
11,725,2117.0,0,5.0,4.5,0.25,0.75,Free,0.25,0.75,162
11,726,1909.0,1,4.4,5.0,0.5,0.5,Free,0.5,0.5,165
11,727,2173.0,1,5.0,5.6,0.5,0.5,Free,0.5,0.5,168
11,728,1159.0,1,5.0,5.7,0.75,0.25,Free,0.75,0.25,169
11,729,1119.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,170
11,730,1395.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,172
11,731,1390.0,0,4.3,5.0,0.5,0.5,Free,0.5,0.5,174
11,732,1611.0,1,5.8,5.0,0.75,0.25,Free,0.75,0.25,176
11,733,1424.0000000000002,1,5.0,5.9,0.25,0.75,Free,0.25,0.75,177
11,734,1068.0,1,4.1,5.0,0.25,0.75,Free,0.25,0.75,178
11,735,1551.0,0,5.0,4.2,0.25,0.75,Free,0.25,0.75,179
11,736,1656.9999999999998,1,5.0,4.3,0.25,0.75,Free,0.25,0.75,181
11,737,2383.0,1,4.2,5.0,0.25,0.75,Free,0.25,0.75,182
11,738,1317.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,185
11,739,1167.0,0,5.0,4.4,0.5,0.5,Free,0.5,0.5,186
11,740,1278.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,187
11,741,2011.0000000000002,1,4.3,5.0,0.75,0.25,Free,0.75,0.25,189
11,742,3786.0,1,5.6,5.0,0.25,0.75,Free,0.25,0.75,190
11,743,2633.0,1,5.0,4.3,0.75,0.25,Free,0.75,0.25,191
11,744,2352.0,0,5.0,4.2,0.5,0.5,Free,0.5,0.5,192
11,745,1446.9999999999998,0,5.0,4.2,0.25,0.75,Free,0.25,0.75,193
11,746,1531.0,0,5.7,5.0,0.5,0.5,Free,0.5,0.5,194
11,747,1675.0,1,5.0,5.8,0.5,0.5,Free,0.5,0.5,196
11,748,1936.9999999999998,1,5.0,6.0,0.25,0.75,Free,0.25,0.75,199
11,749,1410.0,1,5.0,6.0,0.5,0.5,Free,0.5,0.5,202
11,750,1521.0,1,6.1,5.0,0.5,0.5,Free,0.5,0.5,204
11,751,1567.0,1,5.0,6.0,0.5,0.5,Free,0.5,0.5,205
11,752,1585.9999999999998,0,5.9,5.0,0.75,0.25,Free,0.75,0.25,207
11,753,1122.0,0,5.9,5.0,0.75,0.25,Free,0.75,0.25,208
11,754,1158.0,1,4.2,5.0,0.5,0.5,Free,0.5,0.5,209
11,755,1284.0,0,5.8,5.0,0.5,0.5,Free,0.5,0.5,210
13,756,3438.0,1,5.0,5.5,0.25,0.75,Free,0.25,0.75,23
13,757,686.0,1,4.5,5.0,0.25,0.75,Free,0.25,0.75,24
13,758,2500.0,0,5.0,4.6,0.5,0.5,Free,0.5,0.5,25
13,759,2969.0,0,4.6,5.0,0.75,0.25,Free,0.75,0.25,26
13,760,3381.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,27
13,761,8405.0,1,4.5,5.0,0.5,0.5,Free,0.5,0.5,30
13,762,5946.000000000001,0,5.0,4.5,0.5,0.5,Free,0.5,0.5,31
13,763,3706.0000000000005,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,32
13,764,3453.9999999999995,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,33
13,765,3967.0,1,4.7,5.0,0.5,0.5,Free,0.5,0.5,34
13,766,7181.0,1,4.5,5.0,0.25,0.75,Free,0.25,0.75,36
13,767,5492.999999999999,1,4.6,5.0,0.75,0.25,Free,0.75,0.25,38
13,768,2641.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,39
13,769,3383.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,42
13,770,7886.0,1,5.0,4.4,0.25,0.75,Free,0.25,0.75,43
13,771,3056.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,44
13,772,1715.0,0,5.0,5.6,0.5,0.5,Free,0.5,0.5,46
13,773,11617.0,1,5.0,5.7,0.5,0.5,Free,0.5,0.5,47
13,774,3443.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,48
13,775,8799.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,50
13,776,4118.0,1,5.0,4.5,0.25,0.75,Free,0.25,0.75,55
13,777,3992.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,56
13,778,2389.0000000000005,0,4.6,5.0,0.25,0.75,Free,0.25,0.75,57
13,779,2605.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,59
13,780,1751.0,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,60
13,781,6447.999999999999,1,4.6,5.0,0.25,0.75,Free,0.25,0.75,61
13,782,8457.0,0,5.0,4.7,0.75,0.25,Free,0.75,0.25,62
13,783,4152.0,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,63
13,784,680.9999999999999,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,64
13,785,3210.0,0,5.4,5.0,0.25,0.75,Free,0.25,0.75,65
13,786,1534.0,1,5.0,5.6,0.75,0.25,Free,0.75,0.25,68
13,787,4820.0,0,5.0,5.6,0.5,0.5,Free,0.5,0.5,69
13,788,4763.0,1,4.5,5.0,0.5,0.5,Free,0.5,0.5,70
13,789,1980.0,0,4.4,5.0,0.75,0.25,Free,0.75,0.25,71
13,790,2052.0,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,72
13,791,2886.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,73
13,792,2377.0,0,5.6,5.0,0.5,0.5,Free,0.5,0.5,74
13,793,4133.999999999999,0,4.4,5.0,0.75,0.25,Free,0.75,0.25,75
13,794,5526.0,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,77
13,795,1834.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,82
13,796,4644.0,0,5.0,5.6,0.5,0.5,Free,0.5,0.5,83
13,797,2586.0000000000005,1,4.5,5.0,0.5,0.5,Free,0.5,0.5,84
13,798,3014.0,1,5.0,4.5,0.75,0.25,Free,0.75,0.25,85
13,799,2339.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,87
13,800,2070.9999999999995,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,88
13,801,2611.0,0,5.0,5.6,0.75,0.25,Free,0.75,0.25,89
13,802,15564.0,1,4.5,5.0,0.25,0.75,Free,0.25,0.75,91
13,803,4382.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,92
13,804,3568.0,0,5.0,4.7,0.75,0.25,Free,0.75,0.25,94
13,805,1992.0,0,5.2,5.0,0.5,0.5,Free,0.5,0.5,96
13,806,2083.0,0,5.0,4.8,0.5,0.5,Free,0.5,0.5,99
13,807,2544.0,0,4.9,5.0,0.75,0.25,Free,0.75,0.25,100
13,808,2596.0,0,5.0,4.8,0.75,0.25,Free,0.75,0.25,101
13,809,4043.9999999999995,1,5.0,4.9,0.5,0.5,Free,0.5,0.5,103
13,810,2588.0,1,5.0,4.9,0.25,0.75,Free,0.25,0.75,104
13,811,1388.0000000000002,1,5.0,5.0,0.75,0.25,Free,0.75,0.25,105
13,812,4813.0,0,4.9,5.0,0.75,0.25,Free,0.75,0.25,107
13,813,2845.0,1,5.0,4.8,0.5,0.5,Free,0.5,0.5,108
13,814,1255.0,1,4.7,5.0,0.25,0.75,Free,0.25,0.75,110
13,815,5127.000000000001,1,5.2,5.0,0.25,0.75,Free,0.25,0.75,111
13,816,1499.0,1,5.0,5.2,0.25,0.75,Free,0.25,0.75,113
13,817,7551.0,1,5.3,5.0,0.25,0.75,Free,0.25,0.75,114
13,818,8193.0,1,5.0,4.6,0.75,0.25,Free,0.75,0.25,115
13,819,3151.0000000000005,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,116
13,820,3635.0,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,117
13,821,13710.0,1,5.0,4.8,0.5,0.5,Free,0.5,0.5,120
13,822,9898.0,1,5.0,5.1,0.5,0.5,Free,0.5,0.5,121
13,823,5592.000000000001,1,5.0,4.7,0.5,0.5,Free,0.5,0.5,123
13,824,16180.0,1,5.0,4.6,0.5,0.5,Free,0.5,0.5,125
13,825,3803.0,1,4.6,5.0,0.5,0.5,Free,0.5,0.5,126
13,826,2072.0,0,4.5,5.0,0.75,0.25,Free,0.75,0.25,128
13,827,1503.0,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,131
13,828,2430.0,1,5.0,5.6,0.25,0.75,Free,0.25,0.75,132
13,829,2429.0000000000005,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,134
13,830,885.9999999999999,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,136
13,831,1443.0,1,5.0,4.6,0.25,0.75,Free,0.25,0.75,137
13,832,874.0000000000001,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,138
13,833,2952.0,0,4.5,5.0,0.75,0.25,Free,0.75,0.25,139
13,834,3032.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,140
13,835,5902.0,1,5.0,4.5,0.25,0.75,Free,0.25,0.75,142
13,836,5476.0,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,143
13,837,1531.9999999999998,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,144
13,838,1486.0,1,4.7,5.0,0.25,0.75,Free,0.25,0.75,146
13,839,8818.999999999998,1,5.3,5.0,0.75,0.25,Free,0.75,0.25,147
13,840,880.0,0,4.8,5.0,0.25,0.75,Free,0.25,0.75,149
13,841,878.0,0,5.1,5.0,0.5,0.5,Free,0.5,0.5,150
13,842,3353.0,1,5.0,5.1,0.5,0.5,Free,0.5,0.5,151
13,843,3858.0,1,5.0,5.0,0.25,0.75,Free,0.25,0.75,152
13,844,2633.0,0,5.1,5.0,0.5,0.5,Free,0.5,0.5,156
13,845,6866.000000000001,1,5.0,4.8,0.5,0.5,Free,0.5,0.5,157
13,846,8286.0,1,4.8,5.0,0.5,0.5,Free,0.5,0.5,158
13,847,981.0,1,4.7,5.0,0.25,0.75,Free,0.25,0.75,159
13,848,3218.0,1,4.7,5.0,0.5,0.5,Free,0.5,0.5,160
13,849,1500.0,1,4.5,5.0,0.5,0.5,Free,0.5,0.5,163
13,850,2061.0,0,4.6,5.0,0.75,0.25,Free,0.75,0.25,165
13,851,3000.0,1,4.5,5.0,0.25,0.75,Free,0.25,0.75,166
13,852,2628.0,1,4.5,5.0,0.25,0.75,Free,0.25,0.75,167
13,853,7336.0,0,5.0,4.6,0.5,0.5,Free,0.5,0.5,168
13,854,4265.0,1,5.3,5.0,0.25,0.75,Free,0.25,0.75,171
13,855,1626.0,0,5.0,4.6,0.5,0.5,Free,0.5,0.5,173
13,856,2651.0000000000005,1,5.3,5.0,0.5,0.5,Free,0.5,0.5,174
13,857,3006.0,1,5.4,5.0,0.75,0.25,Free,0.75,0.25,175
13,858,2508.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,176
13,859,662.0,1,5.0,4.7,0.25,0.75,Free,0.25,0.75,177
13,860,2011.0000000000002,0,5.0,4.6,0.5,0.5,Free,0.5,0.5,179
13,861,2734.0,1,4.7,5.0,0.25,0.75,Free,0.25,0.75,180
13,862,4579.0,1,4.7,5.0,0.5,0.5,Free,0.5,0.5,181
13,863,1256.0,0,5.2,5.0,0.75,0.25,Free,0.75,0.25,182
13,864,2220.0,1,5.0,5.2,0.5,0.5,Free,0.5,0.5,183
13,865,3785.0,1,5.0,4.9,0.25,0.75,Free,0.25,0.75,184
13,866,2569.0,0,5.0,4.9,0.75,0.25,Free,0.75,0.25,188
13,867,2719.0,1,5.0,5.2,0.25,0.75,Free,0.25,0.75,189
13,868,3336.9999999999995,1,5.0,4.8,0.25,0.75,Free,0.25,0.75,190
13,869,4677.0,1,5.0,5.3,0.75,0.25,Free,0.75,0.25,191
13,870,3868.0000000000005,0,5.0,4.6,0.25,0.75,Free,0.25,0.75,192
13,871,3491.0,1,5.5,5.0,0.25,0.75,Free,0.25,0.75,193
13,872,2193.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,194
13,873,2369.0,1,5.0,5.5,0.75,0.25,Free,0.75,0.25,196
13,874,2534.0000000000005,1,4.6,5.0,0.25,0.75,Free,0.25,0.75,198
13,875,6407.999999999999,1,5.0,4.4,0.5,0.5,Free,0.5,0.5,201
13,876,1107.9999999999998,0,5.7,5.0,0.25,0.75,Free,0.25,0.75,202
13,877,5119.0,1,4.3,5.0,0.75,0.25,Free,0.75,0.25,203
13,878,3215.0,0,5.0,4.4,0.5,0.5,Free,0.5,0.5,204
13,879,3207.0,1,5.6,5.0,0.5,0.5,Free,0.5,0.5,205
13,880,3767.0,1,5.0,4.4,0.25,0.75,Free,0.25,0.75,207
13,881,6731.0,1,5.0,5.7,0.25,0.75,Free,0.25,0.75,209
14,882,1669.0,0,4.7,5.0,0.25,0.75,Free,0.25,0.75,22
14,883,1884.0000000000002,1,5.0,4.6,0.75,0.25,Free,0.75,0.25,23
14,884,1979.0,1,4.7,5.0,0.25,0.75,Free,0.25,0.75,26
14,885,1899.0,0,5.2,5.0,0.75,0.25,Free,0.75,0.25,27
14,886,4348.0,0,4.7,5.0,0.25,0.75,Free,0.25,0.75,29
14,887,2913.0000000000005,0,5.2,5.0,0.5,0.5,Free,0.5,0.5,31
14,888,1849.0,1,4.8,5.0,0.25,0.75,Free,0.25,0.75,32
14,889,4027.0,1,4.9,5.0,0.25,0.75,Free,0.25,0.75,34
14,890,2070.9999999999995,0,5.0,5.2,0.25,0.75,Free,0.25,0.75,35
14,891,1803.0000000000002,0,4.7,5.0,0.25,0.75,Free,0.25,0.75,36
14,892,2234.0,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,38
14,893,2470.0,0,5.0,4.5,0.75,0.25,Free,0.75,0.25,39
14,894,2035.0000000000002,0,5.0,4.6,0.25,0.75,Free,0.25,0.75,40
14,895,1435.0,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,42
14,896,1431.0,0,5.0,5.3,0.25,0.75,Free,0.25,0.75,43
14,897,1751.0,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,44
14,898,3324.0,0,5.0,4.5,0.25,0.75,Free,0.25,0.75,46
14,899,2944.0,0,5.4,5.0,0.5,0.5,Free,0.5,0.5,49
14,900,1950.9999999999998,0,5.0,4.5,0.25,0.75,Free,0.25,0.75,50
14,901,2168.0,1,5.0,5.5,0.75,0.25,Free,0.75,0.25,51
14,902,1949.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,53
14,903,1634.0000000000002,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,54
14,904,3203.0000000000005,0,5.0,4.5,0.5,0.5,Free,0.5,0.5,56
14,905,1751.9999999999998,1,4.5,5.0,0.25,0.75,Free,0.25,0.75,57
14,906,1809.0000000000002,0,5.4,5.0,0.5,0.5,Free,0.5,0.5,58
14,907,1446.9999999999998,1,5.0,5.4,0.75,0.25,Free,0.75,0.25,59
14,908,1158.0,1,4.7,5.0,0.75,0.25,Free,0.75,0.25,60
14,909,1761.9999999999998,0,5.3,5.0,0.75,0.25,Free,0.75,0.25,63
14,910,1945.0,1,4.6,5.0,0.5,0.5,Free,0.5,0.5,64
14,911,2378.0,1,4.6,5.0,0.75,0.25,Free,0.75,0.25,65
14,912,1504.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,67
14,913,1692.0,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,68
14,914,1618.0,1,4.7,5.0,0.5,0.5,Free,0.5,0.5,69
14,915,2079.0,0,5.0,4.7,0.5,0.5,Free,0.5,0.5,70
14,916,1565.0,0,5.0,4.8,0.5,0.5,Free,0.5,0.5,72
14,917,1979.0,0,5.0,4.7,0.5,0.5,Free,0.5,0.5,73
14,918,2280.0,0,5.2,5.0,0.75,0.25,Free,0.75,0.25,75
14,919,1818.0,0,5.3,5.0,0.75,0.25,Free,0.75,0.25,76
14,920,3073.0,0,5.0,5.2,0.5,0.5,Free,0.5,0.5,78
14,921,1775.0,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,79
14,922,1993.0,1,5.0,5.1,0.25,0.75,Free,0.25,0.75,83
14,923,2230.0,1,5.0,4.9,0.5,0.5,Free,0.5,0.5,84
14,924,1906.9999999999998,0,5.2,5.0,0.5,0.5,Free,0.5,0.5,85
14,925,1531.0,0,5.0,5.2,0.5,0.5,Free,0.5,0.5,86
14,926,1875.0,0,5.0,5.3,0.5,0.5,Free,0.5,0.5,88
14,927,1973.0,0,5.4,5.0,0.25,0.75,Free,0.25,0.75,89
14,928,1508.0,1,4.6,5.0,0.5,0.5,Free,0.5,0.5,90
14,929,1704.0,0,5.5,5.0,0.5,0.5,Free,0.5,0.5,91
14,930,1932.0,1,4.6,5.0,0.25,0.75,Free,0.25,0.75,93
14,931,4558.0,1,5.0,4.7,0.75,0.25,Free,0.75,0.25,95
14,932,2009.0,0,5.4,5.0,0.75,0.25,Free,0.75,0.25,96
14,933,2771.0000000000005,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,99
14,934,1773.0000000000002,1,4.8,5.0,0.5,0.5,Free,0.5,0.5,100
14,935,2023.0000000000002,0,5.1,5.0,0.25,0.75,Free,0.25,0.75,102
14,936,2454.0,1,5.1,5.0,0.25,0.75,Free,0.25,0.75,103
14,937,1815.9999999999998,0,5.0,5.0,0.25,0.75,Free,0.25,0.75,104
14,938,1698.0000000000002,1,4.8,5.0,0.25,0.75,Free,0.25,0.75,106
14,939,1986.9999999999998,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,108
14,940,1781.0,0,5.0,4.7,0.75,0.25,Free,0.75,0.25,109
14,941,1663.0,1,4.8,5.0,0.25,0.75,Free,0.25,0.75,110
14,942,2343.0,1,4.9,5.0,0.25,0.75,Free,0.25,0.75,112
14,943,2226.0,1,5.0,4.9,0.75,0.25,Free,0.75,0.25,113
14,944,1988.0000000000002,0,5.2,5.0,0.75,0.25,Free,0.75,0.25,114
14,945,2103.0,0,5.2,5.0,0.5,0.5,Free,0.5,0.5,115
14,946,1399.0,0,5.0,4.7,0.75,0.25,Free,0.75,0.25,117
14,947,5957.000000000001,0,5.0,4.8,0.5,0.5,Free,0.5,0.5,118
14,948,1847.0,0,5.0,4.8,0.5,0.5,Free,0.5,0.5,119
14,949,1851.0,0,5.1,5.0,0.25,0.75,Free,0.25,0.75,120
14,950,2051.0,0,5.1,5.0,0.5,0.5,Free,0.5,0.5,123
14,951,1834.0,0,5.0,4.8,0.75,0.25,Free,0.75,0.25,124
14,952,2151.0,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,127
14,953,1735.0,1,5.4,5.0,0.25,0.75,Free,0.25,0.75,128
14,954,1833.0000000000002,0,5.6,5.0,0.75,0.25,Free,0.75,0.25,130
14,955,1791.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,131
14,956,1926.9999999999998,0,5.0,5.5,0.75,0.25,Free,0.75,0.25,132
14,957,1340.0,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,133
14,958,1490.0,0,5.5,5.0,0.75,0.25,Free,0.75,0.25,135
14,959,1699.0,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,137
14,960,3179.0,0,5.4,5.0,0.5,0.5,Free,0.5,0.5,138
14,961,1650.0,1,5.3,5.0,0.25,0.75,Free,0.25,0.75,142
14,962,1600.0,1,5.0,5.4,0.25,0.75,Free,0.25,0.75,144
14,963,2763.0,1,5.0,4.7,0.25,0.75,Free,0.25,0.75,145
14,964,2093.0,0,5.0,4.6,0.5,0.5,Free,0.5,0.5,146
14,965,1739.0,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,147
14,966,1736.9999999999998,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,148
14,967,1730.0,1,4.7,5.0,0.25,0.75,Free,0.25,0.75,149
14,968,2214.0,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,152
14,969,1683.0,0,5.1,5.0,0.75,0.25,Free,0.75,0.25,155
14,970,1742.0,1,5.0,5.2,0.75,0.25,Free,0.75,0.25,156
14,971,1901.0,0,4.8,5.0,0.25,0.75,Free,0.25,0.75,157
14,972,1759.0000000000002,0,5.3,5.0,0.5,0.5,Free,0.5,0.5,158
14,973,2946.0,1,5.0,5.3,0.25,0.75,Free,0.25,0.75,159
14,974,1544.0,0,5.0,4.8,0.75,0.25,Free,0.75,0.25,161
14,975,1393.0,1,5.0,4.9,0.75,0.25,Free,0.75,0.25,162
14,976,1209.0,0,5.1,5.0,0.75,0.25,Free,0.75,0.25,163
14,977,2226.0,1,5.1,5.0,0.75,0.25,Free,0.75,0.25,165
14,978,1382.0,0,5.0,4.8,0.75,0.25,Free,0.75,0.25,166
14,979,1470.0,1,5.0,5.2,0.5,0.5,Free,0.5,0.5,167
14,980,1565.9999999999998,0,5.0,4.8,0.25,0.75,Free,0.25,0.75,170
14,981,1990.0,0,5.0,4.9,0.5,0.5,Free,0.5,0.5,172
14,982,2373.0,1,5.0,4.8,0.5,0.5,Free,0.5,0.5,173
14,983,2565.0,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,174
14,984,2264.0000000000005,0,5.3,5.0,0.25,0.75,Free,0.25,0.75,175
14,985,1702.0,0,5.0,5.2,0.75,0.25,Free,0.75,0.25,176
14,986,1584.0,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,177
14,987,1742.0,0,5.3,5.0,0.75,0.25,Free,0.75,0.25,178
14,988,1424.0000000000002,1,4.8,5.0,0.25,0.75,Free,0.25,0.75,179
14,989,1666.0,1,5.0,5.3,0.5,0.5,Free,0.5,0.5,182
14,990,1591.9999999999998,0,5.0,4.8,0.75,0.25,Free,0.75,0.25,183
14,991,1865.0,0,5.0,5.3,0.5,0.5,Free,0.5,0.5,184
14,992,1454.0,1,5.0,5.4,0.5,0.5,Free,0.5,0.5,188
14,993,1758.0,0,5.0,4.6,0.75,0.25,Free,0.75,0.25,189
14,994,2019.0000000000002,0,5.0,5.5,0.5,0.5,Free,0.5,0.5,190
14,995,2028.0,0,5.7,5.0,0.25,0.75,Free,0.25,0.75,192
14,996,2465.0,0,5.0,4.3,0.5,0.5,Free,0.5,0.5,193
14,997,3653.0,0,5.0,4.4,0.75,0.25,Free,0.75,0.25,194
14,998,1783.0000000000002,0,5.0,4.4,0.5,0.5,Free,0.5,0.5,195
14,999,2197.0,1,4.3,5.0,0.5,0.5,Free,0.5,0.5,196
14,1000,2063.0,1,4.2,5.0,0.5,0.5,Free,0.5,0.5,198
14,1001,1796.0,1,5.0,5.8,0.25,0.75,Free,0.25,0.75,204
14,1002,1868.0,0,5.8,5.0,0.75,0.25,Free,0.75,0.25,205
14,1003,2180.0,1,4.3,5.0,0.25,0.75,Free,0.25,0.75,206
14,1004,1817.0,0,5.0,4.3,0.75,0.25,Free,0.75,0.25,207
14,1005,1796.0,1,4.4,5.0,0.25,0.75,Free,0.25,0.75,208
14,1006,3680.0,1,4.4,5.0,0.75,0.25,Free,0.75,0.25,209
14,1007,1759.0000000000002,0,5.0,5.5,0.5,0.5,Free,0.5,0.5,210
15,1008,1449.0,1,5.0,5.5,0.75,0.25,Free,0.75,0.25,25
15,1009,1404.0000000000002,1,5.0,4.6,0.25,0.75,Free,0.25,0.75,26
15,1010,1335.0,1,5.0,4.5,0.5,0.5,Free,0.5,0.5,28
